,individual.ID,temp.Cat,site,Temp.C,umol.cm2.hr,rate.type,light_dark,fragment.ID,site.block,recovery.block
2781,PA40,30,A,30.01074825,1.924073047,GP,light,PA40_L,3,2
2791,PA40,31,A,31.06703599,1.959020961,GP,light,PA40_L,3,2
2801,PA40,32,A,31.96359624,1.882882729,GP,light,PA40_L,3,2
281,PA40,35,A,34.82065487,1.504240253,GP,light,PA40_L,3,2
282,PA40,36,A,35.86455102,0.603105502,GP,light,PA40_L,3,2
2831,PA40,37,A,36.78106525,0.904013958,GP,light,PA40_L,3,2
2841,PA41,20,A,20.25770598,0.945553785,GP,light,PA41_L,3,1
2851,PA41,24,A,24.41134353,1.501432727,GP,light,PA41_L,3,1
2861,PA41,28,A,28.33986099,1.798282877,GP,light,PA41_L,3,1
2871,PA41,30,A,30.08522437,1.945756749,GP,light,PA41_L,3,1
2881,PA41,31,A,31.02954051,1.966607032,GP,light,PA41_L,3,1
2891,PA41,32,A,31.94988022,1.939579067,GP,light,PA41_L,3,1
2901,PA41,35,A,34.85721386,1.473147213,GP,light,PA41_L,3,1
291,PA41,36,A,35.92218367,0.643573429,GP,light,PA41_L,3,1
292,PA41,37,A,36.71097917,0.888050731,GP,light,PA41_L,3,1
2931,PA42,20,A,20.28165988,1.163966676,GP,light,PA42_L,3,1
2941,PA42,24,A,24.27036882,1.740327736,GP,light,PA42_L,3,1
2951,PA42,28,A,28.27157491,1.890623878,GP,light,PA42_L,3,1
2961,PA42,30,A,30.32573258,1.973489117,GP,light,PA42_L,3,1
2971,PA42,31,A,31.07014388,1.859386014,GP,light,PA42_L,3,1
2981,PA42,32,A,32.00177409,1.700741641,GP,light,PA42_L,3,1
2991,PA42,35,A,34.81538427,1.364505321,GP,light,PA42_L,3,1
3001,PA42,36,A,35.88120408,0.791504319,GP,light,PA42_L,3,1
301,PA42,37,A,36.79548469,0.524107979,GP,light,PA42_L,3,1
302,PA43,20,A,20.09705822,1.200449922,GP,light,PA43_L,3,2
3031,PA43,24,A,24.28786565,1.576504219,GP,light,PA43_L,3,2
3041,PA43,28,A,28.32194819,1.928555909,GP,light,PA43_L,3,2
3051,PA43,30,A,30.09462135,2.108806636,GP,light,PA43_L,3,2
3061,PA43,31,A,31.13059739,2.11824397,GP,light,PA43_L,3,2
3071,PA43,32,A,32.05062643,2.044446109,GP,light,PA43_L,3,2
3081,PA43,35,A,34.94557879,1.665026736,GP,light,PA43_L,3,2
3091,PA43,36,A,36.13947917,0.696305341,GP,light,PA43_L,3,2
3101,PA43,37,A,36.86126519,0.812945321,GP,light,PA43_L,3,2
311,PA45,20,A,20.19162197,1.201436411,GP,light,PA45_L,3,2
312,PA45,24,A,24.22511054,1.77152331,GP,light,PA45_L,3,2
3131,PA45,28,A,28.24967631,2.047088339,GP,light,PA45_L,3,2
3141,PA45,30,A,30.01990205,2.156602453,GP,light,PA45_L,3,2
3151,PA45,31,A,31.1107967,2.232941821,GP,light,PA45_L,3,2
3161,PA45,32,A,32.02880775,2.021337653,GP,light,PA45_L,3,2
3171,PA45,35,A,34.93907415,1.644306915,GP,light,PA45_L,3,2
3181,PA45,36,A,35.84722449,0.752012453,GP,light,PA45_L,3,2
3191,PA45,37,A,36.8127596,0.969740909,GP,light,PA45_L,3,2
3201,PA46,20,B,20.33812536,1.253155513,GP,light,PA46_L,3,1
321,PA46,24,B,24.44056941,1.824911224,GP,light,PA46_L,3,1
322,PA46,28,B,28.21642197,1.987388713,GP,light,PA46_L,3,1
3231,PA46,30,B,30.19602995,2.265722186,GP,light,PA46_L,3,1
3241,PA46,31,B,30.99010494,2.091320133,GP,light,PA46_L,3,1
3251,PA46,32,B,31.92588882,1.91173148,GP,light,PA46_L,3,1
3261,PA46,35,B,34.89220341,1.581557494,GP,light,PA46_L,3,1
3271,PA46,36,B,35.92144898,0.680803815,GP,light,PA46_L,3,1
3281,PA46,37,B,36.62784784,1.006556613,GP,light,PA46_L,3,1
3291,PA48,20,B,20.15493301,0.821684665,GP,light,PA48_L,3,2
3301,PA48,24,B,24.21897832,1.366236269,GP,light,PA48_L,3,2
331,PA48,28,B,28.26728686,1.713734975,GP,light,PA48_L,3,2
332,PA48,30,B,30.06253281,1.818266108,GP,light,PA48_L,3,2
3331,PA48,31,B,31.11021253,1.821006657,GP,light,PA48_L,3,2
3341,PA48,32,B,32.06285835,1.698767322,GP,light,PA48_L,3,2
3351,PA48,35,B,34.98241819,1.456092552,GP,light,PA48_L,3,2
3361,PA48,36,B,36.00734694,0.713084914,GP,light,PA48_L,3,2
3371,PA48,37,B,36.82979844,0.815689959,GP,light,PA48_L,3,2
3381,PA49,20,B,20.13210074,0.756176733,GP,light,PA49_L,3,1
3391,PA49,24,B,24.25726235,1.046516795,GP,light,PA49_L,3,1
3401,PA49,28,B,28.12844153,1.151086727,GP,light,PA49_L,3,1
341,PA49,30,B,29.99979864,1.248640331,GP,light,PA49_L,3,1
342,PA49,31,B,30.80632949,1.208968015,GP,light,PA49_L,3,1
3431,PA49,32,B,31.76637008,1.181283343,GP,light,PA49_L,3,1
3441,PA49,35,B,34.58863846,1.040542296,GP,light,PA49_L,3,1
3451,PA49,36,B,35.75544898,0.499121576,GP,light,PA49_L,3,1
3461,PA49,37,B,36.62598625,0.633543352,GP,light,PA49_L,3,1
3471,PA5,20,A,19.98734319,0.885132302,GP,light,PA5_L,1,1
3481,PA5,24,A,24.00364669,1.30139156,GP,light,PA5_L,1,1
3491,PA5,28,A,27.88356253,1.447399457,GP,light,PA5_L,1,1
3501,PA5,30,A,29.92945291,1.503882433,GP,light,PA5_L,1,1
351,PA5,31,A,30.82993081,1.562103084,GP,light,PA5_L,1,1
352,PA5,32,A,31.76076961,1.446459187,GP,light,PA5_L,1,1
3531,PA5,35,A,34.72354485,1.403764191,GP,light,PA5_L,1,1
3541,PA5,37,A,36.66251075,0,GP,light,PA5_L,1,1
3551,PA50,20,B,20.23188461,0.594017379,GP,light,PA50_L,3,1
3561,PA50,24,B,24.40261588,0.875838656,GP,light,PA50_L,3,1
3571,PA50,28,B,28.35270054,1.027528324,GP,light,PA50_L,3,1
3581,PA50,30,B,30.2603502,1.196307503,GP,light,PA50_L,3,1
3591,PA50,31,B,30.99511623,1.121858023,GP,light,PA50_L,3,1
3601,PA50,32,B,31.91285281,1.028918052,GP,light,PA50_L,3,1
361,PA50,35,B,34.9101706,0.848522424,GP,light,PA50_L,3,1
362,PA50,36,B,35.89065306,0.323841808,GP,light,PA50_L,3,1
3631,PA50,37,B,36.70315936,0.503705862,GP,light,PA50_L,3,1
3641,PA51,20,B,20.09706483,0.599090159,GP,light,PA51_L,3,2
3651,PA51,24,B,24.19585374,0.859096434,GP,light,PA51_L,3,2
3661,PA51,28,B,28.13422867,1.126895397,GP,light,PA51_L,3,2
3671,PA51,30,B,29.98783439,1.228971688,GP,light,PA51_L,3,2
3681,PA51,31,B,31.03937966,1.249524369,GP,light,PA51_L,3,2
3691,PA51,32,B,31.93020982,1.207568828,GP,light,PA51_L,3,2
3701,PA51,35,B,34.82227267,1.009468991,GP,light,PA51_L,3,2
371,PA51,36,B,35.75160417,0.414794856,GP,light,PA51_L,3,2
372,PA51,37,B,36.72904632,0.605811054,GP,light,PA51_L,3,2
3731,PA52,20,B,20.1765557,1.056465311,GP,light,PA52_L,3,2
3741,PA52,24,B,24.27730782,1.421657439,GP,light,PA52_L,3,2
3751,PA52,28,B,28.28984893,1.835111946,GP,light,PA52_L,3,2
3761,PA52,30,B,30.14641883,2.034006298,GP,light,PA52_L,3,2
3771,PA52,31,B,31.2342647,2.082229316,GP,light,PA52_L,3,2
3781,PA52,32,B,32.16908785,1.842511789,GP,light,PA52_L,3,2
3791,PA52,35,B,35.04789681,1.44962494,GP,light,PA52_L,3,2
3801,PA52,36,B,36.19628571,0.545618561,GP,light,PA52_L,3,2
381,PA52,37,B,36.94108577,0.964883975,GP,light,PA52_L,3,2
382,PA53,20,B,20.33199092,0.969747249,GP,light,PA53_L,3,1
3831,PA53,24,B,24.39723647,1.312288661,GP,light,PA53_L,3,1
3841,PA53,28,B,28.40623311,1.683158606,GP,light,PA53_L,3,1
3851,PA53,30,B,30.17699505,1.796020729,GP,light,PA53_L,3,1
3861,PA53,31,B,31.09072642,1.806158424,GP,light,PA53_L,3,1
3871,PA53,32,B,32.00122093,1.718035805,GP,light,PA53_L,3,1
3881,PA53,35,B,34.92551955,1.363265587,GP,light,PA53_L,3,1
3891,PA53,36,B,35.95912245,0.59628031,GP,light,PA53_L,3,1
3901,PA53,37,B,36.77043049,0.908945661,GP,light,PA53_L,3,1
391,PA54,20,B,20.22701843,0.918654537,GP,light,PA54_L,3,2
392,PA54,24,B,24.33702934,1.425863823,GP,light,PA54_L,3,2
3931,PA54,28,B,28.35688359,1.720338563,GP,light,PA54_L,3,2
3941,PA54,30,B,30.13328181,1.837787604,GP,light,PA54_L,3,2
3951,PA54,31,B,31.22893032,1.824841908,GP,light,PA54_L,3,2
3961,PA54,32,B,32.15166653,1.680975698,GP,light,PA54_L,3,2
3971,PA54,35,B,35.05106116,1.348169825,GP,light,PA54_L,3,2
3981,PA54,36,B,36.06967347,0.569218251,GP,light,PA54_L,3,2
3991,PA54,37,B,36.93927179,0.876982601,GP,light,PA54_L,3,2
4001,PA7,20,A,20.08623174,0.913453686,GP,light,PA7_L,1,1
401,PA7,24,A,24.07897881,1.352686352,GP,light,PA7_L,1,1
402,PA7,28,A,28.0068958,1.557610632,GP,light,PA7_L,1,1
4031,PA7,30,A,29.9944002,1.536795479,GP,light,PA7_L,1,1
4041,PA7,31,A,30.92210512,1.607004945,GP,light,PA7_L,1,1
4051,PA7,32,A,31.89640294,1.409216956,GP,light,PA7_L,1,1
4061,PA7,35,A,34.90309866,1.491046841,GP,light,PA7_L,1,1
4071,PA7,37,A,36.86408065,0.211192039,GP,light,PA7_L,1,1
4081,PA8,20,A,20.21508804,1.22349741,GP,light,PA8_L,1,2
4091,PA8,24,A,24.02793657,1.664142879,GP,light,PA8_L,1,2
4101,PA8,28,A,28.0090698,1.897938744,GP,light,PA8_L,1,2
411,PA8,30,A,30.0715444,2.118270592,GP,light,PA8_L,1,2
412,PA8,31,A,31.06633451,2.116466128,GP,light,PA8_L,1,2
4131,PA8,32,A,32.09848843,1.656054859,GP,light,PA8_L,1,2
4141,PA8,35,A,34.9552551,1.293872616,GP,light,PA8_L,1,2
4151,PA8,36,A,35.82357143,0.668336145,GP,light,PA8_L,1,2
4161,PA8,37,A,36.90313158,0.729101364,GP,light,PA8_L,1,2
4171,PA9,20,A,20.07725462,0.81302261,GP,light,PA9_L,1,1
4181,PA9,24,A,24.1513075,1.089608931,GP,light,PA9_L,1,1
4191,PA9,28,A,28.03319812,1.228049317,GP,light,PA9_L,1,1
4201,PA9,30,A,30.01257718,1.319985308,GP,light,PA9_L,1,1
421,PA9,31,A,30.96961523,1.256233313,GP,light,PA9_L,1,1
422,PA9,32,A,31.85827451,1.167351955,GP,light,PA9_L,1,1
4231,PA9,35,A,34.84161195,1.028554349,GP,light,PA9_L,1,1
4241,PA9,37,A,36.88604839,0.013066449,GP,light,PA9_L,1,1
