,individual.ID,temp.Cat,site,Temp.C,umol.cm2.hr,rate.type,light_dark,fragment.ID,site.block,recovery.block
3,PA12,20,B,20.08228571,0.345810299,R,dark,PA12_D,1,2
4,PA13,20,B,20.19112245,0.3276489,R,dark,PA13_D,1,2
5,PA14,20,B,20.08487755,0.445672401,R,dark,PA14_D,1,2
6,PA16,20,B,20.14465306,0.312391412,R,dark,PA16_D,1,2
7,PA2,20,A,19.94020408,0.440878079,R,dark,PA2_D,1,2
8,PA3,20,A,20.13632653,0.626907994,R,dark,PA3_D,1,2
9,PA4,20,A,20.21630612,0.34237076,R,dark,PA4_D,1,2
10,PA8,20,A,20.13857143,0.398867075,R,dark,PA8_D,1,2
13,PA12,24,B,23.92791837,0.445619902,R,dark,PA12_D,1,2
14,PA13,24,B,24.03240816,0.425551818,R,dark,PA13_D,1,2
15,PA14,24,B,23.70834694,0.476060417,R,dark,PA14_D,1,2
16,PA16,24,B,23.73836735,0.404832666,R,dark,PA16_D,1,2
17,PA2,24,A,23.66442857,0.617826274,R,dark,PA2_D,1,2
18,PA3,24,A,23.83391837,0.741016127,R,dark,PA3_D,1,2
19,PA4,24,A,24.13379592,0.425347342,R,dark,PA4_D,1,2
20,PA8,24,A,23.92638776,0.547576408,R,dark,PA8_D,1,2
23,PA12,28,B,28.01397959,0.482735122,R,dark,PA12_D,1,2
24,PA13,28,B,28.06116327,0.48557961,R,dark,PA13_D,1,2
25,PA14,28,B,27.86640816,0.483285338,R,dark,PA14_D,1,2
26,PA16,28,B,28.03891837,0.438758951,R,dark,PA16_D,1,2
27,PA2,28,A,27.90738776,0.676134934,R,dark,PA2_D,1,2
28,PA3,28,A,28.04879592,0.909579173,R,dark,PA3_D,1,2
29,PA4,28,A,28.10981633,0.433658023,R,dark,PA4_D,1,2
30,PA8,28,A,28.09483673,0.574347593,R,dark,PA8_D,1,2
33,PA12,30,B,30.03760784,0.599878257,R,dark,PA12_D,1,2
34,PA13,30,B,30.06031373,0.578430535,R,dark,PA13_D,1,2
35,PA14,30,B,29.85929412,0.540777266,R,dark,PA14_D,1,2
36,PA16,30,B,30.04590196,0.482491894,R,dark,PA16_D,1,2
37,PA2,30,A,29.89235294,0.801042221,R,dark,PA2_D,1,2
38,PA3,30,A,30.0792549,0.922356906,R,dark,PA3_D,1,2
39,PA4,30,A,30.13535294,0.484871712,R,dark,PA4_D,1,2
40,PA8,30,A,30.10780392,0.632963357,R,dark,PA8_D,1,2
43,PA12,31,B,30.9414898,0.608779281,R,dark,PA12_D,1,2
44,PA13,31,B,30.98665306,0.56984134,R,dark,PA13_D,1,2
45,PA14,31,B,30.809,0.591974314,R,dark,PA14_D,1,2
46,PA16,31,B,31.01379592,0.541072536,R,dark,PA16_D,1,2
47,PA2,31,A,30.87581633,0.814558504,R,dark,PA2_D,1,2
48,PA3,31,A,31.02793878,0.955373746,R,dark,PA3_D,1,2
49,PA4,31,A,31.10981633,0.516882145,R,dark,PA4_D,1,2
50,PA8,31,A,31.0245102,0.644024318,R,dark,PA8_D,1,2
53,PA12,32,B,32.03116327,0.618397345,R,dark,PA12_D,1,2
54,PA13,32,B,31.99793878,0.619943209,R,dark,PA13_D,1,2
55,PA14,32,B,31.7742449,0.628690122,R,dark,PA14_D,1,2
56,PA16,32,B,32.0297551,0.59213214,R,dark,PA16_D,1,2
57,PA2,32,A,31.84438776,0.866574923,R,dark,PA2_D,1,2
58,PA3,32,A,32.16287755,1.009833612,R,dark,PA3_D,1,2
59,PA4,32,A,32.01844898,0.555705314,R,dark,PA4_D,1,2
60,PA8,32,A,32.06004082,0.731144593,R,dark,PA8_D,1,2
63,PA12,35,B,34.85994737,0.633965417,R,dark,PA12_D,1,2
64,PA13,35,B,35.01483673,0.563829034,R,dark,PA13_D,1,2
65,PA14,35,B,34.80044898,0.620999015,R,dark,PA14_D,1,2
66,PA16,35,B,34.88313158,0.52824606,R,dark,PA16_D,1,2
67,PA2,35,A,34.97332653,0.839983806,R,dark,PA2_D,1,2
68,PA3,35,A,34.99491837,1.171835226,R,dark,PA3_D,1,2
69,PA4,35,A,35.20104082,0.488008773,R,dark,PA4_D,1,2
70,PA8,35,A,35.15008163,0.618353391,R,dark,PA8_D,1,2
73,PA12,36,B,35.6794898,0.661336664,R,dark,PA12_D,1,2
74,PA13,36,B,35.77489796,0.63597499,R,dark,PA13_D,1,2
75,PA14,36,B,35.59146939,0.598650225,R,dark,PA14_D,1,2
76,PA16,36,B,35.58028571,0.482212981,R,dark,PA16_D,1,2
77,PA2,36,A,35.60618367,0.813176042,R,dark,PA2_D,1,2
78,PA3,36,A,35.69236735,1.156545708,R,dark,PA3_D,1,2
79,PA4,36,A,35.89497959,0.46787121,R,dark,PA4_D,1,2
80,PA8,36,A,35.82357143,0.668336145,R,dark,PA8_D,1,2
83,PA12,37,B,36.89930263,0.548355217,R,dark,PA12_D,1,2
84,PA13,37,B,37.00217105,0.454831243,R,dark,PA13_D,1,2
85,PA14,37,B,36.76514667,0.45859304,R,dark,PA14_D,1,2
86,PA16,37,B,36.82774667,0.438882131,R,dark,PA16_D,1,2
87,PA2,37,A,36.80673333,1.043725724,R,dark,PA2_D,1,2
88,PA3,37,A,37.05530667,0.863594779,R,dark,PA3_D,1,2
89,PA4,37,A,37.03093333,0.394549911,R,dark,PA4_D,1,2
90,PA8,37,A,37.07815789,0.53132244,R,dark,PA8_D,1,2
93,PA1,20,A,20.05264706,0.47726964,R,dark,PA1_D,1,1
94,PA10,20,B,20.10456863,0.258348437,R,dark,PA10_D,1,1
95,PA11,20,B,19.92066667,0.215407665,R,dark,PA11_D,1,1
96,PA17,20,B,20.03537255,0.305284584,R,dark,PA17_D,1,1
97,PA18,20,B,20.15972549,0.191137424,R,dark,PA18_D,1,1
98,PA5,20,A,20.07582353,0.413500379,R,dark,PA5_D,1,1
99,PA7,20,A,20.17907843,0.447963343,R,dark,PA7_D,1,1
100,PA9,20,A,20.0512549,0.277928489,R,dark,PA9_D,1,1
103,PA1,24,A,23.94309434,0.549769336,R,dark,PA1_D,1,1
104,PA10,24,B,24.11309259,0.362493165,R,dark,PA10_D,1,1
105,PA11,24,B,24.02803704,0.297008034,R,dark,PA11_D,1,1
106,PA17,24,B,24.05681481,0.362352865,R,dark,PA17_D,1,1
107,PA18,24,B,24.05886792,0.24522477,R,dark,PA18_D,1,1
108,PA5,24,A,23.99368519,0.436409736,R,dark,PA5_D,1,1
109,PA7,24,A,24.03739623,0.506264918,R,dark,PA7_D,1,1
110,PA9,24,A,24.16168519,0.353136045,R,dark,PA9_D,1,1
113,PA1,28,A,27.78253846,0.662855016,R,dark,PA1_D,1,1
114,PA10,28,B,27.95769231,0.414375083,R,dark,PA10_D,1,1
115,PA11,28,B,27.78119231,0.365972485,R,dark,PA11_D,1,1
116,PA17,28,B,27.83378846,0.399274058,R,dark,PA17_D,1,1
117,PA18,28,B,27.97001923,0.309809298,R,dark,PA18_D,1,1
118,PA5,28,A,27.84569231,0.495680697,R,dark,PA5_D,1,1
119,PA7,28,A,27.93388462,0.609823121,R,dark,PA7_D,1,1
120,PA9,28,A,27.98113462,0.425464845,R,dark,PA9_D,1,1
123,PA21,20,B,20.15478,0.347101685,R,dark,PA21_D,2,1
124,PA22,20,B,20.16532,0.287021724,R,dark,PA22_D,2,1
125,PA26,20,B,20.19396,0.309393328,R,dark,PA26_D,2,1
126,PA27,20,B,20.16884,0.285399981,R,dark,PA27_D,2,1
127,PA30,20,A,20.2204,0.305877158,R,dark,PA30_D,2,1
128,PA33,20,A,20.13592,0.293037409,R,dark,PA33_D,2,1
129,PA34,20,A,20.04792,0.242945806,R,dark,PA34_D,2,1
130,PA36,20,A,20.28738,0.25483389,R,dark,PA36_D,2,1
133,PA21,24,B,24.29855102,0.399537532,R,dark,PA21_D,2,1
134,PA22,24,B,24.1857551,0.378437909,R,dark,PA22_D,2,1
135,PA26,24,B,24.13165306,0.38067332,R,dark,PA26_D,2,1
136,PA27,24,B,24.1014898,0.338321662,R,dark,PA27_D,2,1
137,PA30,24,A,24.22353061,0.350112317,R,dark,PA30_D,2,1
138,PA33,24,A,24.3344898,0.280189975,R,dark,PA33_D,2,1
139,PA34,24,A,24.21163265,0.298321032,R,dark,PA34_D,2,1
140,PA36,24,A,24.33638776,0.309624487,R,dark,PA36_D,2,1
143,PA21,28,B,28.2096,0.474843709,R,dark,PA21_D,2,1
144,PA22,28,B,27.91412,0.474215084,R,dark,PA22_D,2,1
145,PA26,28,B,27.93016,0.455932817,R,dark,PA26_D,2,1
146,PA27,28,B,28.008,0.504653047,R,dark,PA27_D,2,1
147,PA30,28,A,27.97638,0.46573879,R,dark,PA30_D,2,1
148,PA33,28,A,28.2557,0.383630166,R,dark,PA33_D,2,1
149,PA34,28,A,28.12614,0.386349188,R,dark,PA34_D,2,1
150,PA36,28,A,28.25014,0.424741958,R,dark,PA36_D,2,1
153,PA21,30,B,30.3385,0.518875778,R,dark,PA21_D,2,1
154,PA22,30,B,29.87498,0.547566946,R,dark,PA22_D,2,1
155,PA26,30,B,29.97152,0.489537794,R,dark,PA26_D,2,1
156,PA27,30,B,29.91548,0.512496088,R,dark,PA27_D,2,1
157,PA30,30,A,29.97252,0.523938566,R,dark,PA30_D,2,1
158,PA33,30,A,30.3714,0.416324223,R,dark,PA33_D,2,1
159,PA34,30,A,30.04572,0.410055161,R,dark,PA34_D,2,1
160,PA36,30,A,30.01612,0.445122355,R,dark,PA36_D,2,1
163,PA21,31,B,31.20328,0.517977513,R,dark,PA21_D,2,1
164,PA22,31,B,31.04894,0.576974728,R,dark,PA22_D,2,1
165,PA26,31,B,31.20568,0.505563941,R,dark,PA26_D,2,1
166,PA27,31,B,31.2857,0.536325061,R,dark,PA27_D,2,1
167,PA30,31,A,31.16784,0.568425488,R,dark,PA30_D,2,1
168,PA33,31,A,31.32956,0.439422401,R,dark,PA33_D,2,1
169,PA34,31,A,30.96708,0.41610786,R,dark,PA34_D,2,1
170,PA36,31,A,31.28202,0.47649491,R,dark,PA36_D,2,1
173,PA21,32,B,31.99644,0.518252708,R,dark,PA21_D,2,1
174,PA22,32,B,31.76492,0.595771609,R,dark,PA22_D,2,1
175,PA26,32,B,31.85066,0.487851171,R,dark,PA26_D,2,1
176,PA27,32,B,31.9528,0.527611947,R,dark,PA27_D,2,1
177,PA30,32,A,31.91164,0.57131611,R,dark,PA30_D,2,1
178,PA33,32,A,31.9887,0.465369134,R,dark,PA33_D,2,1
179,PA34,32,A,31.82342,0.416031097,R,dark,PA34_D,2,1
180,PA36,32,A,31.94222,0.48122503,R,dark,PA36_D,2,1
183,PA21,35,B,34.99292308,0.567440772,R,dark,PA21_D,2,1
184,PA22,35,B,34.70840385,0.680438196,R,dark,PA22_D,2,1
185,PA26,35,B,34.72525,0.571077527,R,dark,PA26_D,2,1
186,PA27,35,B,34.97476923,0.609638846,R,dark,PA27_D,2,1
187,PA30,35,A,34.9515,0.67421819,R,dark,PA30_D,2,1
188,PA33,35,A,34.97775,0.531153654,R,dark,PA33_D,2,1
189,PA34,35,A,34.78163462,0.516652351,R,dark,PA34_D,2,1
190,PA36,35,A,34.94688462,0.592538792,R,dark,PA36_D,2,1
193,PA21,36,B,35.87658,0.434725628,R,dark,PA21_D,2,1
194,PA22,36,B,35.55926,0.637858273,R,dark,PA22_D,2,1
195,PA26,36,B,35.83786,0.499629708,R,dark,PA26_D,2,1
196,PA27,36,B,35.7903,0.510976493,R,dark,PA27_D,2,1
197,PA30,36,A,35.79326,0.576532331,R,dark,PA30_D,2,1
198,PA33,36,A,35.86662,0.413503538,R,dark,PA33_D,2,1
199,PA34,36,A,35.4963,0.426786007,R,dark,PA34_D,2,1
200,PA36,36,A,35.66838,0.414653428,R,dark,PA36_D,2,1
203,PA21,37,B,36.52795918,0.340634979,R,dark,PA21_D,2,1
204,PA22,37,B,36.44187755,0.521700376,R,dark,PA22_D,2,1
205,PA26,37,B,36.6357551,0.395578597,R,dark,PA26_D,2,1
206,PA27,37,B,36.61583673,0.596528589,R,dark,PA27_D,2,1
207,PA30,37,A,36.65157143,0.469189359,R,dark,PA30_D,2,1
208,PA33,37,A,36.69902041,0.360791109,R,dark,PA33_D,2,1
209,PA34,37,A,36.40310204,0.366070481,R,dark,PA34_D,2,1
210,PA36,37,A,36.58902041,0.378770269,R,dark,PA36_D,2,1
213,PA21,38,B,38.4057,0.326954258,R,dark,PA21_D,2,1
214,PA22,38,B,38.1522,0.465934398,R,dark,PA22_D,2,1
215,PA26,38,B,38.30534,0.384403232,R,dark,PA26_D,2,1
216,PA27,38,B,38.13848,0.401862317,R,dark,PA27_D,2,1
217,PA30,38,A,38.02830612,0.438577022,R,dark,PA30_D,2,1
218,PA33,38,A,38.36704082,0.343350298,R,dark,PA33_D,2,1
219,PA34,38,A,37.85987755,0.358773191,R,dark,PA34_D,2,1
220,PA36,38,A,38.24104,0.359631444,R,dark,PA36_D,2,1
223,PA21,39,B,39.194,0.344645902,R,dark,PA21_D,2,1
224,PA22,39,B,38.91247059,0.428159802,R,dark,PA22_D,2,1
225,PA26,39,B,39.17313725,0.385646283,R,dark,PA26_D,2,1
226,PA27,39,B,39.22521569,0.461439378,R,dark,PA27_D,2,1
227,PA30,39,A,39.25354902,0.469145864,R,dark,PA30_D,2,1
228,PA33,39,A,39.18119608,0.365452575,R,dark,PA33_D,2,1
229,PA34,39,A,38.85872549,0.365999787,R,dark,PA34_D,2,1
230,PA36,39,A,38.9657451,0.349547798,R,dark,PA36_D,2,1
233,PA1,30,A,29.69217647,0.74776123,R,dark,PA1_D,1,1
234,PA10,30,B,29.94564706,0.478168558,R,dark,PA10_D,1,1
235,PA11,30,B,29.73227451,0.397147733,R,dark,PA11_D,1,1
236,PA17,30,B,29.91686275,0.461030182,R,dark,PA17_D,1,1
237,PA18,30,B,29.90366667,0.347439357,R,dark,PA18_D,1,1
238,PA5,30,A,29.91623529,0.581793308,R,dark,PA5_D,1,1
239,PA7,30,A,29.88382353,0.600949528,R,dark,PA7_D,1,1
240,PA9,30,A,29.92523529,0.455516828,R,dark,PA9_D,1,1
243,PA1,31,A,30.69484,0.80279509,R,dark,PA1_D,1,1
244,PA10,31,B,31.00364,0.458415632,R,dark,PA10_D,1,1
245,PA11,31,B,30.66804,0.481046756,R,dark,PA11_D,1,1
246,PA17,31,B,30.83758,0.485631773,R,dark,PA17_D,1,1
247,PA18,31,B,30.8624,0.376662238,R,dark,PA18_D,1,1
248,PA5,31,A,30.8151,0.59512272,R,dark,PA5_D,1,1
249,PA7,31,A,30.83028,0.655549634,R,dark,PA7_D,1,1
250,PA9,31,A,30.90862,0.49630478,R,dark,PA9_D,1,1
253,PA1,32,A,31.68907843,0.722844092,R,dark,PA1_D,1,1
254,PA10,32,B,31.7914902,0.526558759,R,dark,PA10_D,1,1
255,PA11,32,B,31.58727451,0.490758199,R,dark,PA11_D,1,1
256,PA17,32,B,31.8562549,0.522161106,R,dark,PA17_D,1,1
257,PA18,32,B,31.90543137,0.378055765,R,dark,PA18_D,1,1
258,PA5,32,A,31.70792157,0.593394001,R,dark,PA5_D,1,1
259,PA7,32,A,31.81964706,0.668962763,R,dark,PA7_D,1,1
260,PA9,32,A,31.72207843,0.525888545,R,dark,PA9_D,1,1
263,PA1,35,A,34.63938776,0.902933858,R,dark,PA1_D,1,1
264,PA10,35,B,34.72469388,0.623054847,R,dark,PA10_D,1,1
265,PA11,35,B,34.58326531,0.56554482,R,dark,PA11_D,1,1
266,PA17,35,B,34.71069388,0.617533681,R,dark,PA17_D,1,1
267,PA18,35,B,34.85273469,0.421207347,R,dark,PA18_D,1,1
268,PA5,35,A,34.73285714,0.760591603,R,dark,PA5_D,1,1
269,PA7,35,A,34.86487755,0.78769502,R,dark,PA7_D,1,1
270,PA9,35,A,34.73702041,0.593730115,R,dark,PA9_D,1,1
273,PA1,39,A,38.9058,0.637972021,R,dark,PA1_D,1,1
274,PA10,39,B,38.93908,0.481147849,R,dark,PA10_D,1,1
275,PA11,39,B,38.95236,0.460638871,R,dark,PA11_D,1,1
276,PA17,39,B,39.12216,0.454205888,R,dark,PA17_D,1,1
277,PA18,39,B,39.0847,0.263521441,R,dark,PA18_D,1,1
278,PA5,39,A,38.91492,0.518326906,R,dark,PA5_D,1,1
279,PA7,39,A,39.01084,0.530662711,R,dark,PA7_D,1,1
280,PA9,39,A,39.07954,0.466386097,R,dark,PA9_D,1,1
283,PA19,20,B,20.048,0.347811405,R,dark,PA19_D,2,2
284,PA20,20,B,20.02704082,0.355418426,R,dark,PA20_D,2,2
285,PA23,20,B,20.19836735,0.334463081,R,dark,PA23_D,2,2
286,PA25,20,B,20.04830612,0.399993416,R,dark,PA25_D,2,2
287,PA29,20,A,20.03569388,0.283835601,R,dark,PA29_D,2,2
288,PA31,20,A,20.17189796,0.344074953,R,dark,PA31_D,2,2
289,PA32,20,A,20.03732653,0.516406807,R,dark,PA32_D,2,2
290,PA35,20,A,20.12353061,0.354917235,R,dark,PA35_D,2,2
293,PA19,24,B,23.65065306,0.44388157,R,dark,PA19_D,2,2
294,PA20,24,B,24.34567347,0.486575054,R,dark,PA20_D,2,2
295,PA23,24,B,24.0165102,0.417705679,R,dark,PA23_D,2,2
296,PA25,24,B,24.42393878,0.489565082,R,dark,PA25_D,2,2
297,PA29,24,A,24.14516327,0.411907342,R,dark,PA29_D,2,2
298,PA31,24,A,24.00614286,0.439660242,R,dark,PA31_D,2,2
299,PA32,24,A,24.01810204,0.72418427,R,dark,PA32_D,2,2
300,PA35,24,A,24.28514286,0.411098262,R,dark,PA35_D,2,2
303,PA19,28,B,27.79206122,0.545696867,R,dark,PA19_D,2,2
304,PA20,28,B,28.00426531,0.574529748,R,dark,PA20_D,2,2
305,PA23,28,B,27.94738776,0.509522235,R,dark,PA23_D,2,2
306,PA25,28,B,28.04969388,0.600618258,R,dark,PA25_D,2,2
307,PA29,28,A,28.09777551,0.599181532,R,dark,PA29_D,2,2
308,PA31,28,A,27.92385714,0.567094304,R,dark,PA31_D,2,2
309,PA32,28,A,27.98079592,0.853129196,R,dark,PA32_D,2,2
310,PA35,28,A,28.04385714,0.546685635,R,dark,PA35_D,2,2
313,PA19,30,B,29.7675102,0.582857296,R,dark,PA19_D,2,2
314,PA20,30,B,29.96014286,0.593634704,R,dark,PA20_D,2,2
315,PA23,30,B,29.90289796,0.56418042,R,dark,PA23_D,2,2
316,PA25,30,B,30.02918367,0.649622357,R,dark,PA25_D,2,2
317,PA29,30,A,29.99914286,0.633958213,R,dark,PA29_D,2,2
318,PA31,30,A,29.87036735,0.615277561,R,dark,PA31_D,2,2
319,PA32,30,A,29.92806122,0.875662294,R,dark,PA32_D,2,2
320,PA35,30,A,29.97985714,0.550733353,R,dark,PA35_D,2,2
323,PA19,31,B,30.70867347,0.586086275,R,dark,PA19_D,2,2
324,PA20,31,B,30.8647,0.607607312,R,dark,PA20_D,2,2
325,PA23,31,B,30.89852,0.588106826,R,dark,PA23_D,2,2
326,PA25,31,B,30.89784,0.620570839,R,dark,PA25_D,2,2
327,PA29,31,A,30.87338,0.665776947,R,dark,PA29_D,2,2
328,PA31,31,A,30.75814,0.629962385,R,dark,PA31_D,2,2
329,PA32,31,A,30.83526,0.870220783,R,dark,PA32_D,2,2
330,PA35,31,A,30.94914,0.572614192,R,dark,PA35_D,2,2
333,PA19,32,B,31.79810204,0.597997086,R,dark,PA19_D,2,2
334,PA20,32,B,31.92320408,0.636723689,R,dark,PA20_D,2,2
335,PA23,32,B,31.97571429,0.57994475,R,dark,PA23_D,2,2
336,PA25,32,B,32.06397959,0.649037847,R,dark,PA25_D,2,2
337,PA29,32,A,32.03477551,0.657860023,R,dark,PA29_D,2,2
338,PA31,32,A,31.86640816,0.628365869,R,dark,PA31_D,2,2
339,PA32,32,A,31.89142857,0.882470885,R,dark,PA32_D,2,2
340,PA35,32,A,32.038,0.583574732,R,dark,PA35_D,2,2
343,PA19,35,B,34.73572549,0.694592468,R,dark,PA19_D,2,2
344,PA20,35,B,35.01941176,0.76249036,R,dark,PA20_D,2,2
345,PA23,35,B,35.11209804,0.701480551,R,dark,PA23_D,2,2
346,PA25,35,B,35.18629412,0.84523863,R,dark,PA25_D,2,2
347,PA29,35,A,35.10415686,0.748325043,R,dark,PA29_D,2,2
348,PA31,35,A,34.80321569,0.752042009,R,dark,PA31_D,2,2
349,PA32,35,A,34.91486275,1.015509773,R,dark,PA32_D,2,2
350,PA35,35,A,35.17739216,0.665333141,R,dark,PA35_D,2,2
353,PA19,36,B,35.80262,0.59963435,R,dark,PA19_D,2,2
354,PA20,36,B,35.96202,0.637813434,R,dark,PA20_D,2,2
355,PA23,36,B,36.06802,0.599914805,R,dark,PA23_D,2,2
356,PA25,36,B,35.82484,0.640756692,R,dark,PA25_D,2,2
357,PA29,36,A,35.84802,0.623540978,R,dark,PA29_D,2,2
358,PA31,36,A,35.75974,0.680807387,R,dark,PA31_D,2,2
359,PA32,36,A,35.72574,0.915283811,R,dark,PA32_D,2,2
360,PA35,36,A,36.0999,0.552748601,R,dark,PA35_D,2,2
363,PA19,37,B,36.81607018,0.452354477,R,dark,PA19_D,2,2
364,PA20,37,B,37.01477193,0.503552034,R,dark,PA20_D,2,2
365,PA23,37,B,37.01189474,0.457801748,R,dark,PA23_D,2,2
366,PA25,37,B,36.977,0.488272789,R,dark,PA25_D,2,2
367,PA29,37,A,37.01515789,0.556894776,R,dark,PA29_D,2,2
368,PA31,37,A,36.76726316,0.490372112,R,dark,PA31_D,2,2
369,PA32,37,A,36.90392982,0.709785393,R,dark,PA32_D,2,2
370,PA35,37,A,37.06145614,0.473286067,R,dark,PA35_D,2,2
373,PA19,38,B,37.96961404,0.422796737,R,dark,PA19_D,2,2
374,PA20,38,B,38.12521053,0.476292187,R,dark,PA20_D,2,2
375,PA23,38,B,38.1765,0.440430807,R,dark,PA23_D,2,2
376,PA25,38,B,38.12761404,0.420007204,R,dark,PA25_D,2,2
377,PA29,38,A,38.11964912,0.490287252,R,dark,PA29_D,2,2
378,PA31,38,A,37.96280702,0.484809146,R,dark,PA31_D,2,2
379,PA32,38,A,38.1342807,0.658190997,R,dark,PA32_D,2,2
380,PA35,38,A,38.20936842,0.465396892,R,dark,PA35_D,2,2
383,PA19,39,B,38.93455102,0.366746298,R,dark,PA19_D,2,2
384,PA20,39,B,39.03267347,0.434759874,R,dark,PA20_D,2,2
385,PA23,39,B,39.06142857,0.402239588,R,dark,PA23_D,2,2
386,PA25,39,B,39.06714286,0.405015608,R,dark,PA25_D,2,2
387,PA29,39,A,39.02561224,0.40518298,R,dark,PA29_D,2,2
388,PA31,39,A,38.82412245,0.471916852,R,dark,PA31_D,2,2
389,PA32,39,A,38.9957551,0.638085518,R,dark,PA32_D,2,2
390,PA35,39,A,39.06853061,0.453799907,R,dark,PA35_D,2,2
393,PA19,40,B,40.03804167,0.34803219,R,dark,PA19_D,2,2
394,PA20,40,B,40.1696875,0.420405508,R,dark,PA20_D,2,2
395,PA23,40,B,40.19183333,0.391150607,R,dark,PA23_D,2,2
396,PA25,40,B,40.15775,0.407789323,R,dark,PA25_D,2,2
397,PA29,40,A,40.15747917,0.3658877,R,dark,PA29_D,2,2
398,PA31,40,A,39.81941667,0.475144982,R,dark,PA31_D,2,2
399,PA32,40,A,39.896,0.6559734,R,dark,PA32_D,2,2
400,PA35,40,A,40.12535417,0.459509374,R,dark,PA35_D,2,2
403,PA37,20,A,19.9512449,0.464532169,R,dark,PA37_D,3,1
404,PA39,20,A,20.09053061,0.400146318,R,dark,PA39_D,3,1
405,PA41,20,A,20.16171429,0.270486579,R,dark,PA41_D,3,1
406,PA42,20,A,20.195,0.449100682,R,dark,PA42_D,3,1
407,PA46,20,B,20.2742449,0.267845907,R,dark,PA46_D,3,1
408,PA49,20,B,20.04730612,0.20492513,R,dark,PA49_D,3,1
409,PA50,20,B,20.06561224,0.156267429,R,dark,PA50_D,3,1
410,PA53,20,B,20.2747551,0.374707529,R,dark,PA53_D,3,1
413,PA37,24,A,24.03372,0.629130753,R,dark,PA37_D,3,1
414,PA39,24,A,24.24206,0.571893192,R,dark,PA39_D,3,1
415,PA41,24,A,24.28254,0.385788612,R,dark,PA41_D,3,1
416,PA42,24,A,24.08602,0.568150523,R,dark,PA42_D,3,1
417,PA46,24,B,24.34868,0.391212276,R,dark,PA46_D,3,1
418,PA49,24,B,24.22516,0.314862774,R,dark,PA49_D,3,1
419,PA50,24,B,24.26152,0.221889664,R,dark,PA50_D,3,1
420,PA53,24,B,24.19022,0.429933136,R,dark,PA53_D,3,1
423,PA37,28,A,28.01955102,0.725602823,R,dark,PA37_D,3,1
424,PA39,28,A,28.11057143,0.641264988,R,dark,PA39_D,3,1
425,PA41,28,A,28.19942857,0.467630185,R,dark,PA41_D,3,1
426,PA42,28,A,28.14255102,0.632015666,R,dark,PA42_D,3,1
427,PA46,28,B,28.09334694,0.439909206,R,dark,PA46_D,3,1
428,PA49,28,B,28.10267347,0.358799096,R,dark,PA49_D,3,1
429,PA50,28,B,28.17944898,0.264333826,R,dark,PA50_D,3,1
430,PA53,28,B,28.26714286,0.520155114,R,dark,PA53_D,3,1
433,PA37,30,A,29.87322449,0.74915659,R,dark,PA37_D,3,1
434,PA39,30,A,29.99967347,0.649562748,R,dark,PA39_D,3,1
435,PA41,30,A,30.08026531,0.513089715,R,dark,PA41_D,3,1
436,PA42,30,A,30.0557551,0.664669133,R,dark,PA42_D,3,1
437,PA46,30,B,30.04555102,0.472547303,R,dark,PA46_D,3,1
438,PA49,30,B,29.87822449,0.381935393,R,dark,PA49_D,3,1
439,PA50,30,B,30.03465306,0.298704125,R,dark,PA50_D,3,1
440,PA53,30,B,30.10046939,0.555167578,R,dark,PA53_D,3,1
443,PA37,31,A,30.8932449,0.782177617,R,dark,PA37_D,3,1
444,PA39,31,A,31.06857143,0.678650309,R,dark,PA39_D,3,1
445,PA41,31,A,31.10312245,0.527622967,R,dark,PA41_D,3,1
446,PA42,31,A,31.08534694,0.702013356,R,dark,PA42_D,3,1
447,PA46,31,B,31.01461224,0.483079947,R,dark,PA46_D,3,1
448,PA49,31,B,30.80665306,0.392495182,R,dark,PA49_D,3,1
449,PA50,31,B,30.99728571,0.303913194,R,dark,PA50_D,3,1
450,PA53,31,B,31.13438776,0.577639908,R,dark,PA53_D,3,1
453,PA37,32,A,31.7825102,0.806868726,R,dark,PA37_D,3,1
454,PA39,32,A,31.94344898,0.712853401,R,dark,PA39_D,3,1
455,PA41,32,A,31.95359184,0.548684344,R,dark,PA41_D,3,1
456,PA42,32,A,31.97957143,0.711458719,R,dark,PA42_D,3,1
457,PA46,32,B,31.9245102,0.492946046,R,dark,PA46_D,3,1
458,PA49,32,B,31.75961224,0.417308061,R,dark,PA49_D,3,1
459,PA50,32,B,31.84473469,0.30537637,R,dark,PA50_D,3,1
460,PA53,32,B,31.97975,0.593976852,R,dark,PA53_D,3,1
463,PA37,35,A,34.74083673,1.003389942,R,dark,PA37_D,3,1
464,PA39,35,A,34.75618367,0.941590986,R,dark,PA39_D,3,1
465,PA41,35,A,34.82557143,0.704745683,R,dark,PA41_D,3,1
466,PA42,35,A,34.62236735,0.880248222,R,dark,PA42_D,3,1
467,PA46,35,B,34.96034694,0.678876777,R,dark,PA46_D,3,1
468,PA49,35,B,34.56161224,0.518876985,R,dark,PA49_D,3,1
469,PA50,35,B,34.86744898,0.373685267,R,dark,PA50_D,3,1
470,PA53,35,B,34.83532653,0.667114467,R,dark,PA53_D,3,1
473,PA37,36,A,35.77438776,0.829544032,R,dark,PA37_D,3,1
474,PA39,36,A,35.82297959,0.830916955,R,dark,PA39_D,3,1
475,PA41,36,A,35.92218367,0.643573429,R,dark,PA41_D,3,1
