"","individual.ID","temp.Cat","site","Temp.C","umol.cm2.hr","rate.type","light_dark","fragment.ID","site.block","recovery.block","site.letter"
"635","PA14",37,"B",36.76209942,0.122267797,"NP","light","PA14_L",1,2,"E"
"636","PA16",37,"B",36.46969591,0.126993591,"NP","light","PA16_L",1,2,"E"
"637","PA2",37,"A",36.64124561,0.068438068,"NP","light","PA2_L",1,2,"F"
"638","PA3",37,"A",36.71739181,-0.098914973,"NP","light","PA3_L",1,2,"F"
"639","PA4",37,"A",36.83285965,0.174062881,"NP","light","PA4_L",1,2,"F"
"640","PA8",37,"A",36.72810526,0.197778924,"NP","light","PA8_L",1,2,"F"
"641","PA21",20,"B",20.01060355,0.566807163,"NP","light","PA21_L",2,1,"D"
"642","PA22",20,"B",20.1606568,0.374003499,"NP","light","PA22_L",2,1,"D"
"643","PA26",20,"B",20.11688757,0.272893524,"NP","light","PA26_L",2,1,"D"
"644","PA27",20,"B",20.23849704,0.447069612,"NP","light","PA27_L",2,1,"D"
"645","PA30",20,"A",20.15109467,0.975823138,"NP","light","PA30_L",2,1,"C"
"646","PA33",20,"A",20.28082249,0.496826562,"NP","light","PA33_L",2,1,"C"
"647","PA34",20,"A",20.1943787,0.915704249,"NP","light","PA34_L",2,1,"C"
"648","PA36",20,"A",20.15778107,0.54185425,"NP","light","PA36_L",2,1,"C"
"649","PA21",24,"B",24.20622485,0.756667415,"NP","light","PA21_L",2,1,"D"
"650","PA22",24,"B",24.32446746,0.560039849,"NP","light","PA22_L",2,1,"D"
"651","PA26",24,"B",24.34666272,0.462755769,"NP","light","PA26_L",2,1,"D"
"652","PA27",24,"B",24.39995266,0.654488549,"NP","light","PA27_L",2,1,"D"
"653","PA30",24,"A",24.27781657,1.102787039,"NP","light","PA30_L",2,1,"C"
"654","PA33",24,"A",24.47011834,0.676127085,"NP","light","PA33_L",2,1,"C"
"655","PA34",24,"A",24.39309467,1.198609458,"NP","light","PA34_L",2,1,"C"
"656","PA36",24,"A",24.36698817,0.704927934,"NP","light","PA36_L",2,1,"C"
"657","PA21",28,"B",28.06895266,0.669473157,"NP","light","PA21_L",2,1,"D"
"658","PA22",28,"B",28.25459172,0.590522105,"NP","light","PA22_L",2,1,"D"
"659","PA26",28,"B",28.20326627,0.49687815,"NP","light","PA26_L",2,1,"D"
"660","PA27",28,"B",28.16575148,0.701432353,"NP","light","PA27_L",2,1,"D"
"661","PA30",28,"A",28.10066272,1.317084199,"NP","light","PA30_L",2,1,"C"
"662","PA33",28,"A",28.30527811,0.760204936,"NP","light","PA33_L",2,1,"C"
"663","PA34",28,"A",28.22815976,1.250915164,"NP","light","PA34_L",2,1,"C"
"664","PA36",28,"A",28.20182249,0.779387394,"NP","light","PA36_L",2,1,"C"
"665","PA21",30,"B",30.00055621,0.68121571,"NP","light","PA21_L",2,1,"D"
"666","PA22",30,"B",30.09689941,0.543073024,"NP","light","PA22_L",2,1,"D"
"667","PA26",30,"B",30.04694675,0.489176478,"NP","light","PA26_L",2,1,"D"
"668","PA27",30,"B",30.15560355,0.869404986,"NP","light","PA27_L",2,1,"D"
"669","PA30",30,"A",29.98812426,1.362006444,"NP","light","PA30_L",2,1,"C"
"670","PA33",30,"A",30.1492426,0.783941376,"NP","light","PA33_L",2,1,"C"
"671","PA34",30,"A",30.14354438,1.198927838,"NP","light","PA34_L",2,1,"C"
"672","PA36",30,"A",30.08839645,0.749843802,"NP","light","PA36_L",2,1,"C"
"673","PA21",31,"B",30.85140476,0.715579427,"NP","light","PA21_L",2,1,"D"
"674","PA22",31,"B",31.06945833,0.540319818,"NP","light","PA22_L",2,1,"D"
"675","PA26",31,"B",31.01660119,0.541331098,"NP","light","PA26_L",2,1,"D"
"676","PA27",31,"B",31.06725,0.906425088,"NP","light","PA27_L",2,1,"D"
"677","PA30",31,"A",30.8965,1.389355764,"NP","light","PA30_L",2,1,"C"
"678","PA33",31,"A",31.12667262,0.784708807,"NP","light","PA33_L",2,1,"C"
"679","PA34",31,"A",31.06683333,1.296485348,"NP","light","PA34_L",2,1,"C"
"680","PA36",31,"A",31.05243452,0.741741322,"NP","light","PA36_L",2,1,"C"
"681","PA21",32,"B",31.84172781,0.634269104,"NP","light","PA21_L",2,1,"D"
"682","PA22",32,"B",32.02459524,0.49781798,"NP","light","PA22_L",2,1,"D"
"683","PA26",32,"B",32.00301786,0.474812204,"NP","light","PA26_L",2,1,"D"
"684","PA27",32,"B",32.0236568,0.717356142,"NP","light","PA27_L",2,1,"D"
"685","PA30",32,"A",31.92153571,1.219726542,"NP","light","PA30_L",2,1,"C"
"686","PA33",32,"A",32.06908929,0.764772453,"NP","light","PA33_L",2,1,"C"
"687","PA34",32,"A",32.01029586,1.215369087,"NP","light","PA34_L",2,1,"C"
"688","PA36",32,"A",31.99142262,0.622791508,"NP","light","PA36_L",2,1,"C"
"689","PA21",35,"B",34.77886391,0.390210881,"NP","light","PA21_L",2,1,"D"
"690","PA22",35,"B",34.99009467,0.233658276,"NP","light","PA22_L",2,1,"D"
"691","PA26",35,"B",34.93292308,0.290377163,"NP","light","PA26_L",2,1,"D"
"692","PA27",35,"B",34.97732544,0.477628114,"NP","light","PA27_L",2,1,"D"
"693","PA30",35,"A",34.81351479,0.765147267,"NP","light","PA30_L",2,1,"C"
"694","PA33",35,"A",35.02276923,0.523638364,"NP","light","PA33_L",2,1,"C"
"695","PA34",35,"A",35.0058284,0.809404298,"NP","light","PA34_L",2,1,"C"
"696","PA36",35,"A",34.95227219,0.51193104,"NP","light","PA36_L",2,1,"C"
"697","PA21",37,"B",36.72778235,-0.051104507,"NP","light","PA21_L",2,1,"D"
"698","PA22",37,"B",36.96461176,0.014249677,"NP","light","PA22_L",2,1,"D"
"699","PA26",37,"B",36.98858235,-0.096910492,"NP","light","PA26_L",2,1,"D"
"700","PA27",37,"B",36.95577059,0.108687311,"NP","light","PA27_L",2,1,"D"
"701","PA30",37,"A",36.79288824,0.076192244,"NP","light","PA30_L",2,1,"C"
"702","PA33",37,"A",37.04635294,0.237053421,"NP","light","PA33_L",2,1,"C"
"703","PA34",37,"A",37.00283529,0.292694338,"NP","light","PA34_L",2,1,"C"
"704","PA36",37,"A",36.96215294,0.161770263,"NP","light","PA36_L",2,1,"C"
"705","PA19",20,"B",20.39236905,0.889025409,"NP","light","PA19_L",2,2,"D"
"706","PA20",20,"B",20.19027381,0.536391122,"NP","light","PA20_L",2,2,"D"
"707","PA23",20,"B",20.37889881,0.594427643,"NP","light","PA23_L",2,2,"D"
"708","PA25",20,"B",20.33177381,0.451160672,"NP","light","PA25_L",2,2,"D"
"709","PA29",20,"A",20.3699881,1.077564161,"NP","light","PA29_L",2,2,"C"
"710","PA31",20,"A",20.31573214,0.847710555,"NP","light","PA31_L",2,2,"C"
"711","PA32",20,"A",20.19343452,0.963146741,"NP","light","PA32_L",2,2,"C"
"712","PA35",20,"A",20.18376048,0.989940148,"NP","light","PA35_L",2,2,"C"
"713","PA19",24,"B",24.35904678,1.190762623,"NP","light","PA19_L",2,2,"D"
"714","PA20",24,"B",24.23030409,0.70007542,"NP","light","PA20_L",2,2,"D"
"715","PA23",24,"B",24.43598246,0.857025399,"NP","light","PA23_L",2,2,"D"
"716","PA25",24,"B",24.38142105,0.775594977,"NP","light","PA25_L",2,2,"D"
"717","PA29",24,"A",24.42365497,1.334824787,"NP","light","PA29_L",2,2,"C"
"718","PA31",24,"A",24.42477193,1.126427743,"NP","light","PA31_L",2,2,"C"
"719","PA32",24,"A",24.29239766,1.201811731,"NP","light","PA32_L",2,2,"C"
"720","PA35",24,"A",24.15320468,1.109912614,"NP","light","PA35_L",2,2,"C"
"721","PA19",28,"B",28.35291765,1.302297085,"NP","light","PA19_L",2,2,"D"
"722","PA20",28,"B",28.10701176,0.778457214,"NP","light","PA20_L",2,2,"D"
"723","PA23",28,"B",28.43158235,0.963930974,"NP","light","PA23_L",2,2,"D"
"724","PA25",28,"B",28.36509412,0.780709748,"NP","light","PA25_L",2,2,"D"
"725","PA29",28,"A",28.44961176,1.502209777,"NP","light","PA29_L",2,2,"C"
"726","PA31",28,"A",28.37746471,1.238531146,"NP","light","PA31_L",2,2,"C"
"727","PA32",28,"A",28.37055882,1.062695065,"NP","light","PA32_L",2,2,"C"
"728","PA35",28,"A",28.11474118,1.222720917,"NP","light","PA35_L",2,2,"C"
"729","PA19",30,"B",30.19749412,1.304333046,"NP","light","PA19_L",2,2,"D"
"730","PA20",30,"B",29.97499412,0.768042253,"NP","light","PA20_L",2,2,"D"
"731","PA23",30,"B",30.31401176,1.003399943,"NP","light","PA23_L",2,2,"D"
"732","PA25",30,"B",30.25483529,0.753575332,"NP","light","PA25_L",2,2,"D"
"733","PA29",30,"A",30.34709412,1.526227105,"NP","light","PA29_L",2,2,"C"
"734","PA31",30,"A",30.29052353,1.310093765,"NP","light","PA31_L",2,2,"C"
"735","PA32",30,"A",30.31987719,1.071756442,"NP","light","PA32_L",2,2,"C"
"736","PA35",30,"A",29.99701176,1.232171022,"NP","light","PA35_L",2,2,"C"
"737","PA19",31,"B",31.03557059,1.311772462,"NP","light","PA19_L",2,2,"D"
"738","PA20",31,"B",30.86923529,0.752798721,"NP","light","PA20_L",2,2,"D"
"739","PA23",31,"B",31.20163529,1.027486817,"NP","light","PA23_L",2,2,"D"
"740","PA25",31,"B",31.17748824,0.734399945,"NP","light","PA25_L",2,2,"D"
"741","PA29",31,"A",31.26087647,1.538902613,"NP","light","PA29_L",2,2,"C"
"742","PA31",31,"A",31.19819412,1.324755263,"NP","light","PA31_L",2,2,"C"
"743","PA32",31,"A",31.19463529,1.120044223,"NP","light","PA32_L",2,2,"C"
"744","PA35",31,"A",30.86513529,1.238592814,"NP","light","PA35_L",2,2,"C"
"745","PA19",32,"B",32.12337059,1.228862192,"NP","light","PA19_L",2,2,"D"
"746","PA20",32,"B",31.93968235,0.673639318,"NP","light","PA20_L",2,2,"D"
"747","PA23",32,"B",32.13507647,1.002927026,"NP","light","PA23_L",2,2,"D"
"748","PA25",32,"B",32.24792353,0.684373393,"NP","light","PA25_L",2,2,"D"
"749","PA29",32,"A",32.31727059,1.522408658,"NP","light","PA29_L",2,2,"C"
"750","PA31",32,"A",32.22153529,1.298525146,"NP","light","PA31_L",2,2,"C"
"751","PA32",32,"A",32.20158824,0.983784145,"NP","light","PA32_L",2,2,"C"
"752","PA35",32,"A",31.9584,0.938995626,"NP","light","PA35_L",2,2,"C"
"753","PA19",35,"B",34.8508538,0.715556406,"NP","light","PA19_L",2,2,"D"
"754","PA20",35,"B",34.56452632,0.408508819,"NP","light","PA20_L",2,2,"D"
"755","PA23",35,"B",34.8865848,0.571170884,"NP","light","PA23_L",2,2,"D"
"756","PA25",35,"B",35.07936257,0.415872353,"NP","light","PA25_L",2,2,"D"
"757","PA29",35,"A",35.14498246,1.062780496,"NP","light","PA29_L",2,2,"C"
"758","PA31",35,"A",35.0662924,0.919693278,"NP","light","PA31_L",2,2,"C"
"759","PA32",35,"A",35.02022222,0.617680435,"NP","light","PA32_L",2,2,"C"
"760","PA35",35,"A",34.68023977,0.726898215,"NP","light","PA35_L",2,2,"C"
"761","PA19",37,"B",36.66199412,0.238902069,"NP","light","PA19_L",2,2,"D"
"762","PA20",37,"B",36.48888824,0.070363057,"NP","light","PA20_L",2,2,"D"
"763","PA23",37,"B",36.67180588,0.188111654,"NP","light","PA23_L",2,2,"D"
"764","PA25",37,"B",36.98162353,-0.047090788,"NP","light","PA25_L",2,2,"D"
"765","PA29",37,"A",36.834,0.616476926,"NP","light","PA29_L",2,2,"C"
"766","PA31",37,"A",37.03235882,0.545137116,"NP","light","PA31_L",2,2,"C"
"767","PA32",37,"A",36.73320468,0.265741681,"NP","light","PA32_L",2,2,"C"
"768","PA35",37,"A",36.50498246,0.466377069,"NP","light","PA35_L",2,2,"C"
"769","PA37",20,"A",20.44209302,0.721408559,"NP","light","PA37_L",3,1,"B"
"770","PA39",20,"A",20.52876163,0.891121165,"NP","light","PA39_L",3,1,"B"
"771","PA41",20,"A",20.35369767,0.675067207,"NP","light","PA41_L",3,1,"B"
"772","PA42",20,"A",20.36831977,0.714865994,"NP","light","PA42_L",3,1,"B"
"773","PA46",20,"B",20.40200581,0.985309606,"NP","light","PA46_L",3,1,"A"
"774","PA49",20,"B",20.21689535,0.551251603,"NP","light","PA49_L",3,1,"A"
"775","PA50",20,"B",20.39815698,0.43774995,"NP","light","PA50_L",3,1,"A"
"776","PA53",20,"B",20.38922674,0.59503972,"NP","light","PA53_L",3,1,"A"
"777","PA37",24,"A",24.38884706,1.40517227,"NP","light","PA37_L",3,1,"B"
"778","PA39",24,"A",24.52723529,1.364484151,"NP","light","PA39_L",3,1,"B"
"779","PA41",24,"A",24.54014706,1.115644115,"NP","light","PA41_L",3,1,"B"
"780","PA42",24,"A",24.45471765,1.172177212,"NP","light","PA42_L",3,1,"B"
"781","PA46",24,"B",24.53245882,1.433698948,"NP","light","PA46_L",3,1,"A"
"782","PA49",24,"B",24.28936471,0.731654021,"NP","light","PA49_L",3,1,"A"
"783","PA50",24,"B",24.54371176,0.653948991,"NP","light","PA50_L",3,1,"A"
"784","PA53",24,"B",24.60425294,0.882355525,"NP","light","PA53_L",3,1,"A"
"785","PA37",28,"A",28.26583234,1.610708882,"NP","light","PA37_L",3,1,"B"
"786","PA39",28,"A",28.46280838,1.590308572,"NP","light","PA39_L",3,1,"B"
"787","PA41",28,"A",28.48029341,1.330652692,"NP","light","PA41_L",3,1,"B"
"788","PA42",28,"A",28.4005988,1.258608212,"NP","light","PA42_L",3,1,"B"
"789","PA46",28,"B",28.33949701,1.547479507,"NP","light","PA46_L",3,1,"A"
"790","PA49",28,"B",28.15420958,0.792287631,"NP","light","PA49_L",3,1,"A"
"791","PA50",28,"B",28.5259521,0.763194498,"NP","light","PA50_L",3,1,"A"
"792","PA53",28,"B",28.54532335,1.163003491,"NP","light","PA53_L",3,1,"A"
"793","PA37",30,"A",30.08828994,1.725835292,"NP","light","PA37_L",3,1,"B"
"794","PA39",30,"A",30.48523077,1.418026589,"NP","light","PA39_L",3,1,"B"
"795","PA41",30,"A",30.09018343,1.432667034,"NP","light","PA41_L",3,1,"B"
"796","PA42",30,"A",30.59571006,1.308819984,"NP","light","PA42_L",3,1,"B"
"797","PA46",30,"B",30.34650888,1.793174883,"NP","light","PA46_L",3,1,"A"
"798","PA49",30,"B",30.12137278,0.866704938,"NP","light","PA49_L",3,1,"A"
"799","PA50",30,"B",30.48604734,0.897603379,"NP","light","PA50_L",3,1,"A"
"800","PA53",30,"B",30.25352071,1.240853151,"NP","light","PA53_L",3,1,"A"
"801","PA37",31,"A",30.80839053,1.653432138,"NP","light","PA37_L",3,1,"B"
"802","PA39",31,"A",31.00230769,1.343016832,"NP","light","PA39_L",3,1,"B"
"803","PA41",31,"A",30.95595858,1.438984065,"NP","light","PA41_L",3,1,"B"
"804","PA42",31,"A",31.05494083,1.157372659,"NP","light","PA42_L",3,1,"B"
"805","PA46",31,"B",30.96559763,1.608240186,"NP","light","PA46_L",3,1,"A"
"806","PA49",31,"B",30.80600592,0.816472834,"NP","light","PA49_L",3,1,"A"
"807","PA50",31,"B",30.99294675,0.817944829,"NP","light","PA50_L",3,1,"A"
"808","PA53",31,"B",31.04706509,1.228518516,"NP","light","PA53_L",3,1,"A"
"809","PA37",32,"A",31.76791279,1.507287452,"NP","light","PA37_L",3,1,"B"
"810","PA39",32,"A",31.99602907,1.157107757,"NP","light","PA39_L",3,1,"B"
"811","PA41",32,"A",31.9461686,1.390894723,"NP","light","PA41_L",3,1,"B"
"812","PA42",32,"A",32.02397674,0.989282923,"NP","light","PA42_L",3,1,"B"
"813","PA46",32,"B",31.92726744,1.418785434,"NP","light","PA46_L",3,1,"A"
"814","PA49",32,"B",31.77312791,0.763975282,"NP","light","PA49_L",3,1,"A"
"815","PA50",32,"B",31.98097093,0.723541682,"NP","light","PA50_L",3,1,"A"
"816","PA53",32,"B",32.02269186,1.124058953,"NP","light","PA53_L",3,1,"A"
"817","PA37",35,"A",34.66971856,0.812565275,"NP","light","PA37_L",3,1,"B"
"818","PA39",35,"A",34.97198204,0.62602117,"NP","light","PA39_L",3,1,"B"
"819","PA41",35,"A",34.88885629,0.768401531,"NP","light","PA41_L",3,1,"B"
"820","PA42",35,"A",35.0084012,0.4842571,"NP","light","PA42_L",3,1,"B"
"821","PA46",35,"B",34.82405988,0.902680718,"NP","light","PA46_L",3,1,"A"
"822","PA49",35,"B",34.61566467,0.521665311,"NP","light","PA49_L",3,1,"A"
"823","PA50",35,"B",34.95289222,0.474837157,"NP","light","PA50_L",3,1,"A"
"824","PA53",35,"B",35.01571257,0.69615112,"NP","light","PA53_L",3,1,"A"
"825","PA37",37,"A",36.581,0.117076427,"NP","light","PA37_L",3,1,"B"
"826","PA39",37,"A",36.94463529,0.046572939,"NP","light","PA39_L",3,1,"B"
"827","PA41",37,"A",36.75557059,0.322496369,"NP","light","PA41_L",3,1,"B"
"828","PA42",37,"A",36.9215,-0.135524635,"NP","light","PA42_L",3,1,"B"
"829","PA46",37,"B",36.73520588,0.383523137,"NP","light","PA46_L",3,1,"A"
"830","PA49",37,"B",36.58652353,0.157216002,"NP","light","PA49_L",3,1,"A"
"831","PA50",37,"B",36.87344118,0.167028306,"NP","light","PA50_L",3,1,"A"
"832","PA53",37,"B",36.90910588,0.353431494,"NP","light","PA53_L",3,1,"A"
"833","PA38",20,"A",20.24255882,0.752330384,"NP","light","PA38_L",3,2,"B"
"834","PA40",20,"A",20.12770588,0.633181118,"NP","light","PA40_L",3,2,"B"
"835","PA43",20,"A",20.17564706,0.815680554,"NP","light","PA43_L",3,2,"B"
"836","PA45",20,"A",20.19722353,0.83248114,"NP","light","PA45_L",3,2,"B"
"837","PA48",20,"B",20.15668235,0.452050077,"NP","light","PA48_L",3,2,"A"
"838","PA51",20,"B",20.08282353,0.367411699,"NP","light","PA51_L",3,2,"A"
"839","PA52",20,"B",20.17107059,0.766302922,"NP","light","PA52_L",3,2,"A"
"840","PA54",20,"B",20.35354706,0.669979006,"NP","light","PA54_L",3,2,"A"
"841","PA38",24,"A",24.31770238,1.165123026,"NP","light","PA38_L",3,2,"B"
"842","PA40",24,"A",24.28406548,1.092254689,"NP","light","PA40_L",3,2,"B"
"843","PA43",24,"A",24.1822619,1.102392579,"NP","light","PA43_L",3,2,"B"
"844","PA45",24,"A",24.21783333,1.271998607,"NP","light","PA45_L",3,2,"B"
"845","PA48",24,"B",24.15773214,0.900228908,"NP","light","PA48_L",3,2,"A"
"846","PA51",24,"B",24.23795238,0.600687295,"NP","light","PA51_L",3,2,"A"
"847","PA52",24,"B",24.23959524,1.103496131,"NP","light","PA52_L",3,2,"A"
"848","PA54",24,"B",24.41344643,1.074009333,"NP","light","PA54_L",3,2,"A"
"849","PA38",28,"A",28.43107692,1.43661379,"NP","light","PA38_L",3,2,"B"
"850","PA40",28,"A",28.29007692,1.319217101,"NP","light","PA40_L",3,2,"B"
"851","PA43",28,"A",28.31469231,1.383398597,"NP","light","PA43_L",3,2,"B"
"852","PA45",28,"A",28.31518935,1.442163976,"NP","light","PA45_L",3,2,"B"
"853","PA48",28,"B",28.2487574,1.140017312,"NP","light","PA48_L",3,2,"A"
"854","PA51",28,"B",28.20916568,0.814395832,"NP","light","PA51_L",3,2,"A"
"855","PA52",28,"B",28.32947337,1.413675655,"NP","light","PA52_L",3,2,"A"
"856","PA54",28,"B",28.5958284,1.297516351,"NP","light","PA54_L",3,2,"A"
"857","PA38",30,"A",30.12605263,1.516983371,"NP","light","PA38_L",3,2,"B"
"858","PA40",30,"A",30.05559649,1.435414381,"NP","light","PA40_L",3,2,"B"
"859","PA43",30,"A",30.07674269,1.52273334,"NP","light","PA43_L",3,2,"B"
"860","PA45",30,"A",30.08630409,1.558672794,"NP","light","PA45_L",3,2,"B"
"861","PA48",30,"B",29.99324561,1.22233331,"NP","light","PA48_L",3,2,"A"
"862","PA51",30,"B",30.03050877,0.888901641,"NP","light","PA51_L",3,2,"A"
"863","PA52",30,"B",30.09139766,1.57617564,"NP","light","PA52_L",3,2,"A"
"864","PA54",30,"B",30.24178363,1.364497891,"NP","light","PA54_L",3,2,"A"
"865","PA38",31,"A",31.20781657,1.458389451,"NP","light","PA38_L",3,2,"B"
"866","PA40",31,"A",31.11233728,1.458024011,"NP","light","PA40_L",3,2,"B"
"867","PA43",31,"A",31.12156213,1.541144416,"NP","light","PA43_L",3,2,"B"
"868","PA45",31,"A",31.18030769,1.606804797,"NP","light","PA45_L",3,2,"B"
"869","PA48",31,"B",31.07415976,1.232806466,"NP","light","PA48_L",3,2,"A"
"870","PA51",31,"B",31.08828994,0.908910182,"NP","light","PA51_L",3,2,"A"
"871","PA52",31,"B",31.14291716,1.606319082,"NP","light","PA52_L",3,2,"A"
"872","PA54",31,"B",31.33484024,1.330736937,"NP","light","PA54_L",3,2,"A"
"873","PA38",32,"A",32.28213018,1.355469326,"NP","light","PA38_L",3,2,"B"
"874","PA40",32,"A",32.11980473,1.366566686,"NP","light","PA40_L",3,2,"B"
"875","PA43",32,"A",32.21094675,1.44442119,"NP","light","PA43_L",3,2,"B"
"876","PA45",32,"A",32.24702367,1.41089496,"NP","light","PA45_L",3,2,"B"
"877","PA48",32,"B",32.15016568,1.114833237,"NP","light","PA48_L",3,2,"A"
"878","PA51",32,"B",32.11578698,0.870133034,"NP","light","PA51_L",3,2,"A"
"879","PA52",32,"B",32.20805325,1.354754198,"NP","light","PA52_L",3,2,"A"
"880","PA54",32,"B",32.44304734,1.187519331,"NP","light","PA54_L",3,2,"A"
"881","PA38",35,"A",35.06995858,0.754908655,"NP","light","PA38_L",3,2,"B"
"882","PA40",35,"A",34.94824852,0.863524315,"NP","light","PA40_L",3,2,"B"
"883","PA43",35,"A",35.00981065,0.892559145,"NP","light","PA43_L",3,2,"B"
"884","PA45",35,"A",35.05937278,0.839871714,"NP","light","PA45_L",3,2,"B"
"885","PA48",35,"B",34.99877515,0.709734682,"NP","light","PA48_L",3,2,"A"
"886","PA51",35,"B",34.91081065,0.520888769,"NP","light","PA51_L",3,2,"A"
"887","PA52",35,"B",34.9992426,0.865475327,"NP","light","PA52_L",3,2,"A"
"888","PA54",35,"B",35.26759172,0.750385617,"NP","light","PA54_L",3,2,"A"
"889","PA38",37,"A",36.83545294,0.15468234,"NP","light","PA38_L",3,2,"B"
"890","PA40",37,"A",36.83125294,0.357981737,"NP","light","PA40_L",3,2,"B"
"891","PA43",37,"A",36.84830588,0.210328825,"NP","light","PA43_L",3,2,"B"
"892","PA45",37,"A",36.89902941,0.323299277,"NP","light","PA45_L",3,2,"B"
"893","PA48",37,"B",36.85457647,0.169650342,"NP","light","PA48_L",3,2,"A"
"894","PA51",37,"B",36.79021765,0.231626329,"NP","light","PA51_L",3,2,"A"
"895","PA52",37,"B",36.86494706,0.481390699,"NP","light","PA52_L",3,2,"A"
"896","PA54",37,"B",37.08148235,0.383299288,"NP","light","PA54_L",3,2,"A"
"897","PA1",20,"A",20.1116741,0.924819909,"GP","light","PA1_L",1,1,"F"
"898","PA1",24,"A",24.02437466,1.341887219,"GP","light","PA1_L",1,1,"F"
"899","PA1",28,"A",27.92330702,1.635228892,"GP","light","PA1_L",1,1,"F"
"900","PA1",30,"A",29.82440615,1.776659908,"GP","light","PA1_L",1,1,"F"
"901","PA1",31,"A",30.85160023,1.683970443,"GP","light","PA1_L",1,1,"F"
"902","PA1",32,"A",31.82959804,1.625055628,"GP","light","PA1_L",1,1,"F"
"903","PA1",35,"A",34.7332748,1.326751677,"GP","light","PA1_L",1,1,"F"
"904","PA1",37,"A",36.82893548,0.184044063,"GP","light","PA1_L",1,1,"F"
"905","PA10",20,"B",20.23826995,0.648586577,"GP","light","PA10_L",1,1,"E"
"906","PA10",24,"B",24.16448782,0.989236861,"GP","light","PA10_L",1,1,"E"
"907","PA10",28,"B",28.07467072,1.01837937,"GP","light","PA10_L",1,1,"E"
"908","PA10",30,"B",29.9907426,1.000062376,"GP","light","PA10_L",1,1,"E"
"909","PA10",31,"B",31.05389849,1.001990846,"GP","light","PA10_L",1,1,"E"
"910","PA10",32,"B",31.93220124,0.981302868,"GP","light","PA10_L",1,1,"E"
"911","PA10",35,"B",34.81322706,0.859689866,"GP","light","PA10_L",1,1,"E"
"912","PA10",37,"B",36.88873514,0,"GP","light","PA10_L",1,1,"E"
"913","PA11",20,"B",20.00942241,0.633076029,"GP","light","PA11_L",1,1,"E"
"914","PA11",24,"B",24.09090156,0.985506823,"GP","light","PA11_L",1,1,"E"
"915","PA11",28,"B",27.95456708,1.152152633,"GP","light","PA11_L",1,1,"E"
"916","PA11",30,"B",29.87829332,0.884018474,"GP","light","PA11_L",1,1,"E"
"917","PA11",31,"B",30.87700547,1.116057831,"GP","light","PA11_L",1,1,"E"
"918","PA11",32,"B",31.80544314,0.954956235,"GP","light","PA11_L",1,1,"E"
"919","PA11",35,"B",34.76474312,0.905483346,"GP","light","PA11_L",1,1,"E"
"920","PA11",37,"B",36.88953226,0,"GP","light","PA11_L",1,1,"E"
"921","PA12",20,"B",20.22934344,0.754874838,"GP","light","PA12_L",1,2,"E"
"922","PA12",24,"B",24.14372234,1.05388607,"GP","light","PA12_L",1,2,"E"
"923","PA12",28,"B",28.04788408,1.122763125,"GP","light","PA12_L",1,2,"E"
"924","PA12",30,"B",30.10102776,1.366268795,"GP","light","PA12_L",1,2,"E"
"925","PA12",31,"B",31.05070372,1.366664536,"GP","light","PA12_L",1,2,"E"
"926","PA12",32,"B",32.02764559,1.351914309,"GP","light","PA12_L",1,2,"E"
"927","PA12",35,"B",34.79681368,1.125424547,"GP","light","PA12_L",1,2,"E"
"928","PA12",36,"B",35.6794898,0.661336664,"GP","light","PA12_L",1,2,"E"
"929","PA12",37,"B",36.81927997,0.762186362,"GP","light","PA12_L",1,2,"E"
"930","PA13",20,"B",20.18410774,0.908020361,"GP","light","PA13_L",1,2,"E"
"931","PA13",24,"B",24.0726573,1.144786731,"GP","light","PA13_L",1,2,"E"
"932","PA13",28,"B",28.01241306,1.39147752,"GP","light","PA13_L",1,2,"E"
"933","PA13",30,"B",30.08727314,1.525966437,"GP","light","PA13_L",1,2,"E"
"934","PA13",31,"B",31.04032065,1.262444401,"GP","light","PA13_L",1,2,"E"
"935","PA13",32,"B",32.06395195,1.411595315,"GP","light","PA13_L",1,2,"E"
"936","PA13",35,"B",34.99231837,1.166207191,"GP","light","PA13_L",1,2,"E"
"937","PA13",36,"B",35.77489796,0.63597499,"GP","light","PA13_L",1,2,"E"
"938","PA13",37,"B",36.97915611,0.731666557,"GP","light","PA13_L",1,2,"E"
"939","PA14",20,"B",20.22066843,0.98817978,"GP","light","PA14_L",1,2,"E"
"940","PA14",24,"B",24.06085768,1.263764393,"GP","light","PA14_L",1,2,"E"
"941","PA14",28,"B",27.99408694,1.484102363,"GP","light","PA14_L",1,2,"E"
"942","PA14",30,"B",29.98697264,1.291480012,"GP","light","PA14_L",1,2,"E"
"943","PA14",31,"B",30.93720588,1.462452529,"GP","light","PA14_L",1,2,"E"
"944","PA14",32,"B",31.88554687,1.496193837,"GP","light","PA14_L",1,2,"E"
"945","PA14",35,"B",34.75862163,1.241619821,"GP","light","PA14_L",1,2,"E"
"946","PA14",36,"B",35.59146939,0.598650225,"GP","light","PA14_L",1,2,"E"
"947","PA14",37,"B",36.76362304,0.580860837,"GP","light","PA14_L",1,2,"E"
"948","PA16",20,"B",20.22577711,0.832087346,"GP","light","PA16_L",1,2,"E"
"949","PA16",24,"B",24.04468075,1.155215337,"GP","light","PA16_L",1,2,"E"
"950","PA16",28,"B",28.07625061,1.26211202,"GP","light","PA16_L",1,2,"E"
