"fragment.ID","date","light_dark","temp.Cat","mV","Tin","salinity.insitu","salinity.lab","temp.InSitu","TA","Sample.Type","X","pH"
"BLANK12_L",20190722,"light",28,-61.8,26.905,36.74,36.74,26.8,2350.74341,"Blank",NA,7.97305942988374
"I1",20190722,"light",30,-60.86666667,29.44733333,37.01333333,36.74333333,26.8,2329.585647,"Initial",NA,7.95195950173405
"PA38_L",20190722,"light",30,-65.9,28.793,36.82,36.85,26.8,2190.13358,"Sample",NA,8.0373964416965
"PA40_L",20190722,"light",30,-69.6,28,36.81,36.82,26.8,2259.99171,"Sample",NA,8.1012368554868
"PA43_L",20190722,"light",30,-67.9,28.189,36.76,36.83,26.8,2201.35855,"Sample",NA,8.07231113734379
"PA45_L",20190722,"light",30,-70.1,27.717,37.32,36.82,26.8,2252.33587,"Sample",NA,8.11034907822928
"PA48_L",20190722,"light",30,-67.2,28.608,36.93,36.82,26.8,2220.9991,"Sample",NA,8.05955882433813
"PA51_L",20190722,"light",30,-67.7,27.686,36.99,36.86,26.8,2228.83826,"Sample",NA,8.07022449971119
"PA52_L",20190722,"light",30,-67.2,28.317,36.77,36.85,26.8,2244.07982,"Sample",NA,8.06028553689499
"PA54_L",20190722,"light",30,-68.4,28.671,36.82,36.82,26.8,2260.59431,"Sample",NA,8.07943835348074
"BLANK11_L",20190722,"light",30,-61.3,28.179,36.95,36.83,26.8,2352.02579,"Blank",NA,7.96195091891896
"BLANK12_L",20190722,"light",30,-61.3,28.245,36.8,36.8,26.8,2347.37945,"Blank",NA,7.9618084533083
"I1",20190722,"light",31,-58.16666667,30.546,37.13666667,36.80333333,26.8,2313.804813,"Initial",NA,7.90471278239972
"PA38_L",20190722,"light",31,-65.1,28.908,36.89,36.96,26.8,2203.45721,"Sample",NA,8.0237677106405
"PA40_L",20190722,"light",31,-69,28.172,36.88,36.92,26.8,2276.24971,"Sample",NA,8.09075203841421
"PA43_L",20190722,"light",31,-67.3,29.189,36.92,36.93,26.8,2217.69597,"Sample",NA,8.05976320810715
"PA45_L",20190722,"light",31,-69.2,28.79,36.91,36.92,26.8,2252.99109,"Sample",NA,8.0924848031672
"PA48_L",20190722,"light",31,-66.8,28.572,37.19,36.93,26.8,2227.38136,"Sample",NA,8.05296762196758
"PA51_L",20190722,"light",31,-65.7,28.452,37.21,36.24,26.8,2232.89497,"Sample",NA,8.03488398536264
"PA52_L",20190722,"light",31,-66.8,28.595,36.91,36.06,26.8,2225.07995,"Sample",NA,8.05291056699475
"PA54_L",20190722,"light",31,-67,29.386,36.94,36.05,26.8,2247.82038,"Sample",NA,8.05426515685667
"BLANK11_L",20190722,"light",31,-59.6,29.072,36.98,36.9,26.8,2367.09351,"Blank",NA,7.9316571263963
"BLANK12_L",20190722,"light",31,-58.7,29.267,36.93,36.88,26.8,2360.41111,"Blank",NA,7.91624712153797
"I1",20190722,"light",32,-56.85,31.1815,36.995,35.985,26.8,2281.82839,"Initial",NA,7.8815621884962
"PA38_L",20190722,"light",32,-62.9,29.97,37.52,36.17,26.8,2202.62573,"Sample",NA,7.98461254010853
"PA40_L",20190722,"light",32,-66.6,29.531,36.91,36.06,26.8,2267.35242,"Sample",NA,8.04723781750425
"PA43_L",20190722,"light",32,-65,30.327,37.13,36.06,26.8,2171.98466,"Sample",NA,8.01865093356012
"PA45_L",20190722,"light",32,-66.8,29.596,36.89,36.04,26.8,2268.24282,"Sample",NA,8.05040367755567
"PA48_L",20190722,"light",32,-64.5,29.978,36.96,36.1,26.8,2230.48541,"Sample",NA,8.01119517805367
"PA51_L",20190722,"light",32,-65.1,29.539,36.96,36.02,26.8,2238.00416,"Sample",NA,8.02224282250318
"PA52_L",20190722,"light",32,-64.2,28.645,36.85,36.03,26.8,2189.24491,"Sample",NA,8.00936841721249
"PA54_L",20190722,"light",32,-64.5,30.289,37.01,36.01,26.8,2262.1179,"Sample",NA,8.0104401685822
"BLANK12_L",20190722,"light",32,-58.6,29.916,37.19,36,26.8,2311.30124,"Blank",NA,7.91323278472049
"I1",20190722,"light",35,-57.46666667,34.41133333,37.35333333,35.89666667,26.8,2323.470977,"Initial",NA,7.88471062097479
"PA38_L",20190722,"light",35,-61.3,32.45,37.01,35.93,26.8,2293.10493,"Sample",NA,7.95228649336522
"PA40_L",20190722,"light",35,-63.7,31.697,37.12,35.9,26.8,2265.99275,"Sample",NA,7.99373559131879
"PA43_L",20190722,"light",35,-62.9,31.817,37.03,35.9,26.8,2302.33511,"Sample",NA,7.98021915583869
"PA45_L",20190722,"light",35,-63.6,31.517,37.26,35.94,26.8,2324.89015,"Sample",NA,7.99252398900919
"PA48_L",20190722,"light",35,-63.2,31.864,37.19,35.96,26.8,2230.55223,"Sample",NA,7.98506195855719
"PA51_L",20190722,"light",35,-61.8,31.113,37.07,35.87,26.8,2317.43768,"Sample",NA,7.96369420540665
"PA52_L",20190722,"light",35,-61.5,32.149,37.08,35.91,26.8,2309.61464,"Sample",NA,7.95630005955264
"PA54_L",20190722,"light",35,-62.7,32.395,37.2,35.9,26.8,2310.51602,"Sample",NA,7.97550897629765
"BLANK11_L",20190722,"light",35,-58.7,31.36,37.45,35.9,26.8,2344.44142,"Blank",NA,7.91181105599164
"BLANK12_L",20190722,"light",35,-56.2,31.212,36.89,35.92,26.8,2344.10493,"Blank",NA,7.87073624966302
"I1",20190722,"light",37,-55.23333333,36.61033333,37.41333333,35.89333333,26.8,2341.303277,"Initial",NA,7.84321792341487
"PA38_L",20190722,"light",37,-56.4,33.586,37.22,36.11,26.8,2345.1232,"Sample",NA,7.86904623249227
"PA40_L",20190722,"light",37,-58.5,32.421,37.18,36.09,26.8,2348.47309,"Sample",NA,7.90617522354451
"PA43_L",20190722,"light",37,-55.8,34.245,37.42,36.1,26.8,2337.81369,"Sample",NA,7.85776387331816
"PA45_L",20190722,"light",37,-57.5,34.776,36.72,36.08,26.8,2342.41968,"Sample",NA,7.88442111754288
"PA48_L",20190722,"light",37,-55.5,34.81,37.2,36.06,26.8,2351.10727,"Sample",NA,7.85161290993194
"PA51_L",20190722,"light",37,-58.5,32.058,37.47,36.07,26.8,2329.75631,"Sample",NA,7.90697784108256
"PA52_L",20190722,"light",37,-58.2,34.298,37.18,36.08,26.8,2346.59406,"Sample",NA,7.89698949546989
"PA54_L",20190722,"light",37,-58,33.161,37.32,36.05,26.8,2328.05873,"Sample",NA,7.89628987168249
"BLANK11_L",20190722,"light",37,-55.1,34.815,37.45,36.2,26.8,2358.25935,"Blank",NA,7.84505604658594
"BLANK12_L",20190722,"light",37,-55.7,34.17,37.25,36.04,26.8,2356.08592,"Blank",NA,7.85628734461481
