"","fragment.ID","site","rate.type","E","Eh","lnc","Th","Topt","site.block","recovery.block","site.letter","Pmax"
"1","PA1","A","C",0.0546515647911296,76.6411166509111,0.141070009103809,310.231544570783,36.299248631164,1,1,"F",0.210894556324367
"2","PA1","A","R",0.133136669765757,36.3506728253786,0.49916710733856,312.397465836388,37.9554820348579,1,1,"F",0.693906579984471
"3","PA1","A","GP",0.245253272569053,6.12371828341752,0.90469336749521,309.168817638013,31.8027780440904,1,1,"F",1.04479595070395
"4","PA10","B","C",0.13611508009132,2.25760024987435,0.155205226480583,314.429545426766,31.2431526863121,1,1,"E",0.183940919134629
"5","PA10","B","R",0.125434296478475,35.9226789952234,0.339366389481916,312.541342705721,38.0716898289717,1,1,"E",0.524545178187097
"6","PA10","B","GP",0.114040094839426,7.86408700749356,0.653328746188782,309.832724486782,32.3061456020329,1,1,"E",0.730022382890543
"7","PA11","B","C",0.220623957633313,1.66691261823039,0.280590303241796,311.576144867534,29.2642116727156,1,1,"E",0.230966917765331
"8","PA11","B","R",0.135514539740727,33.965019580573,0.309166671958578,312.582496097402,38.0696497289695,1,1,"E",0.508975011676822
"9","PA11","B","GP",0.121104866750147,8.06713202249436,0.660286713444118,309.809367561462,32.4271173890181,1,1,"E",0.743938869853401
"10","PA12","B","C",0.185790575309978,1.97782898505614,0.260041338939874,312.233478429883,29.7415036848986,1,2,"E",0.250394596191658
"11","PA12","B","R",0.119603434592329,7.4102544019211,0.403970567199309,312.410605094831,34.6628474038777,1,2,"E",0.518231929023446
"12","PA12","B","GP",0.301563545067347,2.59598264397794,0.825080685919968,309.979587606737,30.487525679453,1,2,"E",0.874431213948165
"13","PA13","B","C",0.263998888086037,1.15835849020509,0.41049535499886,310.449485981768,28.7882768188679,1,2,"E",0.246385830576382
"14","PA13","B","R",0.122160667981773,6.66286439869887,0.39214611169519,312.276337704294,34.184032009923,1,2,"E",0.499792711250737
"15","PA13","B","GP",0.32410486685049,2.21835123391403,0.930877538760164,309.098198687281,29.5297975772971,1,2,"E",0.919507933293358
"16","PA14","B","C",0.365703652054949,1.06296692540694,0.641339983881552,305.302357357184,27.3511307954251,1,2,"E",0.283449068652961
"17","PA14","B","R",0.0708817288324137,11.6663156168654,0.418490014198612,311.326718363957,34.56853674427,1,2,"E",0.488936176006014
"18","PA14","B","GP",0.21321821842946,3.31881814673265,0.881514592778212,309.741273096076,30.0572921869009,1,2,"E",0.925755951263736
"19","PA16","B","C",0.0687577803965265,6.14146717730296,0.190107577713801,311.195871774676,32.0719871152112,1,2,"E",0.231893303735708
"20","PA16","B","R",0.113237870558265,4.09860893551191,0.372072137341415,313.608999710592,33.262441066291,1,2,"E",0.448135974346567
"21","PA16","B","GP",0.354029468195345,2.1438205742906,0.933743199519007,307.875876400573,28.6712632141721,1,2,"E",0.874761991734357
"22","PA17","B","C",0.22564321212271,1.68666637242694,0.282942779170449,311.101616532583,28.9786803947835,1,1,"E",0.22559537760935
"23","PA17","B","R",0.109048094044635,34.3626072027817,0.347381875996743,312.73770240092,38.1833486676094,1,1,"E",0.509689978918248
"24","PA17","B","GP",0.155561269321773,7.92081174280378,0.702768663207988,309.880256214451,32.6970162548702,1,1,"E",0.815027445038609
"25","PA18","B","C",0.172722814279359,2.46610953529695,0.200285023310865,311.845507911272,30.1459091710412,1,1,"E",0.219233029242847
"26","PA18","B","R",0.100494794316247,5.97597979196383,0.259358756447038,314.548506671813,35.6974225089314,1,1,"E",0.364764979932257
"27","PA18","B","GP",0.0794189616892343,7.03784858164164,0.585769664010156,309.773060185757,31.4536350610099,1,1,"E",0.629562503397044
"28","PA19","B","C",0.272501174045369,1.55097305869586,0.457104622707497,309.719832637116,28.5422772703367,2,2,"D",0.35293699839608
"29","PA19","B","R",0.17461299245794,1.89382993671208,0.453146962797197,315.502284277085,32.3196958544801,2,2,"D",0.496505069325972
"30","PA19","B","GP",0.297966029925447,3.11628249716872,1.07094917981748,308.527668946786,29.572747329352,2,2,"D",1.10682089589415
"31","PA2","A","C",0.00168026823762588,57.1066867923009,0.182895725162512,307.994305159582,33.3575404930535,1,2,"F",0.184430435001152
"32","PA2","A","R",0.160077608512499,5.51846939697535,0.520570855781149,312.069482108123,33.6687124850999,1,2,"F",0.646292477078136
"33","PA2","A","GP",0.367733190872893,2.81548328492851,1.07596550604078,308.863561273752,30.2746624295181,1,2,"F",1.13690435134015
"34","PA20","B","C",0.145361269424937,1.95804987509376,0.193934713972293,312.871120614339,29.2123195383081,2,2,"D",0.176685367898556
"35","PA20","B","R",0.17242744651365,1.92584225112423,0.458998524595073,316.181664726042,32.9832199225248,2,2,"D",0.517730362881155
"36","PA20","B","GP",0.198726715328915,3.71773006765374,0.827096926769553,310.120168704496,30.6911304620131,2,2,"D",0.891146100288615
"37","PA21","B","C",0.213445805956746,1.69603337433867,0.330347134794853,310.752491020499,28.3725857881367,2,1,"D",0.260975689710508
"38","PA21","B","R",0.150119134977388,1.55221887229846,0.429554560775328,316.377796745795,31.2773306463994,2,1,"D",0.428758469201679
"39","PA21","B","GP",0.103661895779449,5.55066060274959,0.761155653486845,309.876036102076,30.9288559512567,2,1,"D",0.807463721602162
"40","PA22","B","C",0.16876834118052,1.30016353868697,0.256576000942105,313.603598202757,28.5195573663982,2,1,"D",0.172199750752763
"41","PA22","B","R",0.162206584840445,3.21978045718413,0.384132088551431,314.989484815378,34.2278051554804,2,1,"D",0.500818023583135
"42","PA22","B","GP",0.248634975105426,2.73667629375797,0.736049321577955,310.284277854747,30.3033532251043,2,1,"D",0.777536362168194
"43","PA23","B","C",0.348508516044126,1.18769012581934,0.509592356705065,307.439162962306,28.3767915534925,2,2,"D",0.268786417599508
"44","PA23","B","R",0.167880634422349,1.94300725580271,0.42773906760051,316.39804734289,33.1096555000223,2,2,"D",0.488508239305808
"45","PA23","B","GP",0.270929468324728,3.67786549867714,0.896276860817429,309.560146511262,30.8265942070423,2,2,"D",0.986582467537016
"46","PA25","B","C",0.0688540354599999,79.1177454837161,0.180826849033323,310.271310287955,36.3840586113691,2,2,"D",0.269532227932113
"47","PA25","B","R",0.170649708306266,1.9944883975905,0.478174199139913,315.58071656179,32.5527767444806,2,2,"D",0.530582009177486
"48","PA25","B","GP",0.195297938284189,4.48074728092088,0.82168267483159,310.035345100034,31.2775368893163,2,2,"D",0.9084134129956
"49","PA26","B","C",0.179524511816317,2.14192727478355,0.172627320558041,312.701080952775,30.4147014747545,2,1,"D",0.186336848069033
"50","PA26","B","R",0.131890519979457,1.89594440551098,0.382823548238279,317.480160039575,32.8744124716293,2,1,"D",0.425614831558645
"51","PA26","B","GP",0.183422443810494,4.59073480584305,0.639497653058515,310.249235783263,31.4576867100923,2,1,"D",0.726167951160513
"52","PA27","B","C",0.15796187730422,4.41709533095896,0.226226236211629,311.35877411157,32.0983669472997,2,1,"D",0.312191271525064
"53","PA27","B","R",0.155734017353821,2.2433630351168,0.376739600429901,316.952522557917,34.0901905448604,2,1,"D",0.463818414265078
"54","PA27","B","GP",0.348152581098975,2.58288052281438,0.843717481419944,309.168342104721,30.1989910269384,2,1,"D",0.885817274406002
"55","PA29","A","C",0.331592752267947,1.91833580453692,0.508471748826223,308.374413199008,28.676837045335,2,2,"C",0.432741331808034
"56","PA29","A","R",0.242761762728549,1.98729342453935,0.461237307220086,314.405196644289,33.0206281949798,2,2,"C",0.546821884341081
"57","PA29","A","GP",0.391124776110096,2.54940293397116,1.19144595231817,308.116568971831,29.5796958359819,2,2,"C",1.20425114282846
"58","PA3","A","C",0.215098218268064,1.72527186357924,0.314439906660464,310.87784910327,28.5937843193967,1,2,"F",0.252982699776722
"59","PA3","A","R",0.142813257510845,87.1685608908665,0.609075459154476,310.366307489101,36.606679784015,1,2,"F",0.79707623100528
"60","PA3","A","GP",0.388450736207571,3.66735262037902,1.09826142329596,308.763816134694,30.9067921496589,1,2,"F",1.22939864879242
"61","PA30","A","C",0.12262255989136,10.2483714451406,0.194870569147395,310.653983164892,33.9621210925244,2,1,"C",0.306117109359398
"62","PA30","A","R",0.159927417188959,2.2365085282339,0.386416089108487,316.734057318945,33.9719338062866,2,1,"C",0.473205785622916
"63","PA30","A","GP",0.232223847800341,4.3005253288531,1.00706147255328,309.079961730311,30.5428637394907,2,1,"C",1.08626168243448
"64","PA31","A","C",0.477152275707195,1.20300456813768,0.705456095063486,303.815666728123,27.9161567176387,2,2,"C",0.317993803770911
