fragment.ID.full,fragment.ID,species,genotype,chamber.channel,run,temp.Cat,start.time,stop.time,light_dark,treatment,site.block,recovery.block
BLANK11_D_39_O2,BLANK11_D,P. acuta,BLANK,1,D6,39,11:52:00 AM,12:16:00 PM,dark,BLANK,3,2
BLANK12_D_39_O2,BLANK12_D,P. acuta,BLANK,6,D6,39,11:52:00 AM,12:18:00 PM,dark,BLANK,3,2
PA38_D_40_O2,PA38_D,P. acuta,38,7,D6,40,12:24:00 PM,12:49:00 PM,dark,low,3,2
PA40_D_40_O2,PA40_D,P. acuta,40,5,D6,40,12:22:00 PM,12:47:00 PM,dark,low,3,2
PA43_D_40_O2,PA43_D,P. acuta,43,3,D6,40,12:22:00 PM,12:47:00 PM,dark,low,3,2
PA45_D_40_O2,PA45_D,P. acuta,45,4,D6,40,12:21:00 PM,12:47:00 PM,dark,low,3,2
PA48_D_40_O2,PA48_D,P. acuta,48,8,D6,40,12:21:00 PM,12:49:00 PM,dark,high,3,2
PA51_D_40_O2,PA51_D,P. acuta,51,2,D6,40,12:21:00 PM,12:47:00 PM,dark,high,3,2
PA52_D_40_O2,PA52_D,P. acuta,52,10,D6,40,12:21:00 PM,12:49:00 PM,dark,high,3,2
PA54_D_40_O2,PA54_D,P. acuta,54,9,D6,40,12:24:00 PM,12:49:00 PM,dark,high,3,2
BLANK11_D_40_O2,BLANK11_D,P. acuta,BLANK,1,D6,40,12:22:00 PM,12:47:00 PM,dark,BLANK,3,2
BLANK12_D_40_O2,BLANK12_D,P. acuta,BLANK,6,D6,40,12:22:00 PM,12:49:00 PM,dark,BLANK,3,2
