"","fragment.ID.full","Intercept","umol.L.sec","Temp.C","Light_Dark"
"1","BLANK5_PI_0_O2",172.160749047619,-0.00127285714285731,26.7665,NA
"2","BLANK6_PI_0_O2",179.754255,-0.000754999999999433,26.728,NA
"3","PA39_PI_0_O2",161.438976666667,-0.0123100000000003,26.696,NA
"4","PA40_PI_0_O2",140.01442,-0.0178200000000003,26.6971666666667,NA
"5","PA43_PI_0_O2",147.39184,-0.0188399999999998,26.572,NA
"6","PA45_PI_0_O2",157.703039523809,-0.0158014285714283,26.701,NA
"7","PA47_PI_0_O2",158.694515,-0.0168150000000002,26.5361666666667,NA
"8","PA48_PI_0_O2",148.314545,-0.00794500000000015,26.677,NA
"9","PA53_PI_0_O2",171.664709047619,-0.0082328571428574,26.736,NA
"10","PA54_PI_0_O2",142.62158,-0.0193800000000003,26.677,NA
"11","BLANK5_PI_141_O2",165.741255,-0.00105500000000027,26.8373333333333,NA
"12","BLANK6_PI_141_O2",173.06466,-0.000659999999999927,26.8,NA
"13","PA39_PI_141_O2",139.79043,0.000569999999999831,26.771,NA
"14","PA40_PI_141_O2",124.244179047619,0.00529714285714232,26.784,NA
"15","PA43_PI_141_O2",128.335882857143,0.00568857142857103,26.671,NA
"16","PA45_PI_141_O2",138.156235,0.00346499999999986,26.78,NA
"17","PA47_PI_141_O2",122.300355,-0.00235499999999993,26.615,NA
"18","PA48_PI_141_O2",148.466973333333,0.00535999999999915,26.761,NA
"19","PA53_PI_141_O2",169.41459952381,0.00563857142857105,26.8091666666667,NA
"20","PA54_PI_141_O2",103.059887619048,-0.00169714285714298,26.7511666666667,NA
"21","BLANK5_PI_218_O2",163.812170952381,-0.000647142857143152,26.9,NA
"22","BLANK6_PI_218_O2",170.946611904762,-0.00156428571428574,26.861,NA
"23","PA39_PI_218_O2",147.430381428571,0.00590428571428572,26.831,NA
"24","PA40_PI_218_O2",143.053975,0.0147250000000006,26.854,NA
"25","PA43_PI_218_O2",148.60074,0.0152600000000001,26.739,NA
"26","PA45_PI_218_O2",152.803166190476,0.0117385714285709,26.842,NA
"27","PA47_PI_218_O2",126.132765,0.00493499999999998,26.6778333333333,NA
"28","PA48_PI_218_O2",164.607505,0.0108950000000006,26.825,NA
"29","PA53_PI_218_O2",184.773343333333,0.0109899999999992,26.865,NA
"30","PA54_PI_218_O2",109.360281428571,0.0060042857142854,26.816,NA
"31","BLANK5_PI_349_O2",162.43127,-0.00087000000000042,26.97,NA
"32","BLANK6_PI_349_O2",169.351684285714,-0.000827142857143717,26.934,NA
"33","PA39_PI_349_O2",168.098265238095,0.016115714285714,26.911,NA
"34","PA40_PI_349_O2",178.968216666667,0.02645,26.9418333333333,NA
"35","PA43_PI_349_O2",187.083726666667,0.0279399999999995,26.838,NA
"36","PA45_PI_349_O2",182.412485,0.0205150000000003,26.927,NA
"37","PA47_PI_349_O2",143.52175,0.0132499999999996,26.7626666666667,NA
"38","PA48_PI_349_O2",190.349383333333,0.0179499999999999,26.91,NA
"39","PA53_PI_349_O2",211.01795,0.01905,26.9418333333333,NA
"40","PA54_PI_349_O2",131.91482,0.0163800000000005,26.9003333333333,NA
"41","BLANK5_PI_526_O2",161.29598952381,-0.000751428571429196,27.084,NA
"42","BLANK6_PI_526_O2",168.3404,0.000200000000000443,27.044,NA
"43","PA39_PI_526_O2",201.262485,0.024515,27.03,NA
"44","PA40_PI_526_O2",229.031895238095,0.0354857142857131,27.07,NA
"45","PA43_PI_526_O2",240.084987142857,0.0384414285714285,26.9775,NA
"46","PA45_PI_526_O2",225.1194,0.0322000000000004,27.055,NA
"47","PA47_PI_526_O2",173.97211,0.02409,26.8821666666667,NA
"48","PA48_PI_526_O2",223.006302857143,0.0232685714285705,27.0451666666667,NA
"49","PA53_PI_526_O2",246.206917142857,0.0255114285714284,27.0606666666667,NA
"50","PA54_PI_526_O2",170.109495,0.0285050000000005,27.019,NA
"51","BLANK5_PI_65.9_O2",169.910115714286,-0.00197285714285771,26.792,NA
"52","BLANK6_PI_65.9_O2",177.257706190476,-0.000801428571429383,26.753,NA
"53","PA39_PI_65.9_O2",147.941431428571,-0.00614571428571427,26.721,NA
"54","PA40_PI_65.9_O2",123.8779,-0.00649999999999992,26.725,NA
"55","PA43_PI_65.9_O2",129.685515,-0.007015,26.606,NA
"56","PA45_PI_65.9_O2",142.007485,-0.00578499999999986,26.729,NA
"57","PA47_PI_65.9_O2",139.388015,-0.012515,26.568,NA
"58","PA48_PI_65.9_O2",141.955205,-0.00170499999999944,26.706,NA
"59","PA53_PI_65.9_O2",164.983222380952,-0.00241285714285784,26.758,NA
"60","PA54_PI_65.9_O2",120.936826666667,-0.0101600000000004,26.7023333333333,NA
"61","BLANK5_PI_716_O2",159.8446,-0.00140000000000037,27.2793333333333,NA
"62","BLANK6_PI_716_O2",166.607659047619,-0.000182857142858065,27.237,NA
"63","PA39_PI_716_O2",259.24729,0.0287099999999988,27.2341666666667,NA
"64","PA40_PI_716_O2",306.640655,0.0387450000000004,27.294,NA
"65","PA43_PI_716_O2",321.395887619048,0.0373028571428564,27.211,NA
"66","PA45_PI_716_O2",297.130265,0.0361350000000008,27.2651666666667,NA
"67","PA47_PI_716_O2",229.739248571429,0.030465714285714,27.088,NA
"68","PA48_PI_716_O2",272.646130952381,0.0253928571428557,27.263,NA
"69","PA53_PI_716_O2",302.087590476191,0.0281714285714271,27.267,NA
