"","fragment.ID.full","Intercept","umol.L.sec","Temp.C","Light_Dark"
"1","BLANK1_PI_0_O2",171.39697952381,0.000258571428570513,26.645,NA
"2","PA0_PI_0_O2",173.78302,-0.00642000000000081,26.589,NA
"3","PA10_PI_0_O2",173.640837142857,-0.00940857142857212,26.679,NA
"4","PA13_PI_0_O2",162.473965,-0.00806500000000021,26.7676666666667,NA
"5","PA14_PI_0_O2",187.172085,-0.00428499999999972,26.6473333333333,NA
"6","PA17_PI_0_O2",173.870123333333,-0.0097900000000003,26.441,NA
"7","PA2_PI_0_O2",176.072705,-0.00880500000000048,26.5311666666667,NA
"8","PA3_PI_0_O2",175.37818,-0.00818000000000012,26.71,NA
"9","PA8_PI_0_O2",171.724065,-0.00506499999999931,26.653,NA
"10","BLANK1_PI_139_O2",172.50492,0.000579999999999643,26.2618333333333,NA
"11","PA0_PI_139_O2",188.765509047619,0.00996714285714174,26.165,NA
"12","PA10_PI_139_O2",156.249926666667,0.00173999999999958,26.343,NA
"13","PA13_PI_139_O2",146.847525,0.00197500000000019,26.3573333333333,NA
"14","PA14_PI_139_O2",187.927035,0.00526499999999999,26.347,NA
"15","PA17_PI_139_O2",152.935415,0.00108500000000007,25.9676666666667,NA
"16","PA2_PI_139_O2",162.811285,0.00321499999999981,26.151,NA
"17","PA3_PI_139_O2",158.208915,0.000585000000000038,26.413,NA
"18","PA8_PI_139_O2",163.961959047619,0.00151714285714206,26.142,NA
"19","BLANK1_PI_218_O2",172.504774761905,-0.000155714285715092,26.56,NA
"20","PA0_PI_218_O2",208.027365,0.0149350000000004,26.444,NA
"21","PA10_PI_218_O2",163.55082,0.00617999999999946,26.6266666666667,NA
"22","PA13_PI_218_O2",153.52969,0.00400999999999954,26.601,NA
"23","PA14_PI_218_O2",199.29281,0.00779000000000091,26.6455,NA
"24","PA17_PI_218_O2",158.156685,0.00331500000000034,26.2671666666667,NA
"25","PA2_PI_218_O2",170.40557,0.00593000000000018,26.4371666666667,NA
"26","PA3_PI_218_O2",162.775195,0.00350499999999998,26.7088333333333,NA
"27","PA8_PI_218_O2",169.254997619048,0.00419285714285649,26.439,NA
"28","BLANK1_PI_29_O2",172.026012380952,-0.000202857142857704,26.369,NA
"29","PA0_PI_29_O2",171.976835,0.00146500000000032,26.2638333333333,NA
"30","PA10_PI_29_O2",159.8868,-0.00359999999999956,26.434,NA
"31","PA13_PI_29_O2",150.86626,-0.00345999999999975,26.497,NA
"32","PA14_PI_29_O2",182.00455,-4.99999999996703e-05,26.429,NA
"33","PA17_PI_29_O2",158.81593,-0.00493000000000086,26.126,NA
"34","PA2_PI_29_O2",164.785495,-0.00359499999999969,26.282,NA
"35","PA3_PI_29_O2",162.984255,-0.00365500000000054,26.508,NA
"36","PA8_PI_29_O2",164.264005,-0.000405000000000371,26.3071666666667,NA
"37","BLANK1_PI_350_O2",172.40337,0.00123000000000047,26.751,NA
"38","PA0_PI_350_O2",226.061414285714,0.0194428571428572,26.6558333333333,NA
"39","PA10_PI_350_O2",174.20196,0.01304,26.807,NA
"40","PA13_PI_350_O2",164.3658,0.0127999999999992,26.785,NA
"41","PA14_PI_350_O2",210.874735,0.00996500000000083,26.8295,NA
"42","PA17_PI_350_O2",167.550543333333,0.01079,26.466,NA
"43","PA2_PI_350_O2",180.82878,0.01122,26.625,NA
"44","PA3_PI_350_O2",169.15676,0.00624000000000052,26.886,NA
"45","PA8_PI_350_O2",176.34931,0.00799000000000035,26.648,NA
"46","BLANK1_PI_536_O2",172.452525,-0.000125000000000413,26.9743333333333,NA
"47","PA0_PI_536_O2",256.771565,0.0192350000000022,26.9015,NA
"48","PA10_PI_536_O2",196.556255,0.0154450000000002,27.0131666666667,NA
"49","PA13_PI_536_O2",188.97351,0.0152899999999999,27.002,NA
"50","PA14_PI_536_O2",230.97192,0.0144799999999998,27.055,NA
"51","PA17_PI_536_O2",190.37425,0.0127500000000006,26.697,NA
"52","PA2_PI_536_O2",203.442635,0.0163650000000004,26.842,NA
"53","PA3_PI_536_O2",180.87930952381,0.0069285714285709,27.088,NA
"54","PA8_PI_536_O2",192.160797142857,0.0106314285714284,26.8798333333333,NA
"55","BLANK1_PI_726_O2",172.548205,0.000695000000000515,26.9268333333333,NA
"56","PA0_PI_726_O2",283.986905,0.0179950000000006,26.886,NA
"57","PA10_PI_726_O2",218.928975,0.0141250000000007,26.958,NA
"58","PA13_PI_726_O2",214.511349047619,0.0181271428571417,26.9081666666667,NA
"59","PA14_PI_726_O2",249.014184761905,0.0124342857142846,27.0231666666667,NA
"60","PA17_PI_726_O2",215.03417,0.0148300000000009,26.61,NA
"61","PA2_PI_726_O2",228.7563,0.0186999999999994,26.757,NA
"62","PA3_PI_726_O2",191.471735,0.00836499999999963,27.041,NA
"63","PA8_PI_726_O2",208.328235,0.0107649999999998,26.7815,NA
"64","BLANK1_PI_75_O2",172.3538,-0.00030000000000058,26.311,NA
"65","PA0_PI_75_O2",177.891045,0.00585499999999882,26.206,NA
"66","PA10_PI_75_O2",155.234945,-0.00194500000000062,26.378,NA
"67","PA13_PI_75_O2",146.05376952381,-0.00253142857142843,26.4281666666667,NA
"68","PA14_PI_75_O2",182.524767619048,0.00142285714285674,26.3858333333333,NA
"69","PA17_PI_75_O2",152.902195,-0.00309499999999957,26.06,NA
"70","PA2_PI_75_O2",160.834645,-0.00224499999999864,26.222,NA
"71","PA3_PI_75_O2",158.00617,-0.00316999999999989,26.451,NA
"72","PA8_PI_75_O2",162.448155,-0.000854999999999847,26.243,NA
"73","BLANK1_PI_910_O2",172.811275,-7.49999999999805e-05,26.825,NA
"74","PA0_PI_910_O2",305.255305,0.0166950000000008,26.8066666666667,NA
"75","PA10_PI_910_O2",237.47027,0.014930000000001,26.858,NA
"76","PA13_PI_910_O2",237.2584,0.0195999999999995,26.7688333333333,NA
"77","PA14_PI_910_O2",262.622075,0.0099249999999995,26.9508333333333,NA
"78","PA17_PI_910_O2",236.600785238095,0.0165957142857129,26.4933333333333,NA
"79","PA2_PI_910_O2",252.07589,0.0196100000000004,26.653,NA
"80","PA3_PI_910_O2",200.440315,0.00688499999999976,26.956,NA
"81","PA8_PI_910_O2",222.05082,0.0122800000000004,26.661,NA
